trial0012601, AA, 316, 10, 31.600000, GDX, 820, 18, 45.555556, ZIP, 77, 4, 19.250000, 
trial0012602, AA, 402, 10, 40.200000, GDX, 538, 18, 29.888889, ZIP, 24, 4, 6.000000, 
trial0012603, AA, 599, 10, 59.900000, GDX, 316, 18, 17.555556, ZIP, 141, 4, 35.250000, 
trial0012604, AA, 419, 10, 41.900000, GDX, 363, 18, 20.166667, ZIP, 259, 4, 64.750000, 
trial0012605, AA, 529, 10, 52.900000, GDX, 258, 18, 14.333333, ZIP, 223, 4, 55.750000, 
trial0012606, AA, 526, 10, 52.600000, GDX, 655, 18, 36.388889, ZIP, 254, 4, 63.500000, 
trial0012607, AA, 275, 10, 27.500000, GDX, 265, 18, 14.722222, ZIP, 22, 4, 5.500000, 
trial0012608, AA, 379, 10, 37.900000, GDX, 518, 18, 28.777778, ZIP, 122, 4, 30.500000, 
trial0012609, AA, 387, 10, 38.700000, GDX, 261, 18, 14.500000, ZIP, 163, 4, 40.750000, 
trial0012610, AA, 200, 10, 20.000000, GDX, 150, 18, 8.333333, ZIP, 225, 4, 56.250000, 
trial0012611, AA, 352, 10, 35.200000, GDX, 489, 18, 27.166667, ZIP, 27, 4, 6.750000, 
trial0012612, AA, 578, 10, 57.800000, GDX, 768, 18, 42.666667, ZIP, 188, 4, 47.000000, 
trial0012613, AA, 451, 10, 45.100000, GDX, 457, 18, 25.388889, ZIP, 153, 4, 38.250000, 
trial0012614, AA, 300, 10, 30.000000, GDX, 470, 18, 26.111111, ZIP, 134, 4, 33.500000, 
trial0012615, AA, 57, 10, 5.700000, GDX, 268, 18, 14.888889, ZIP, 491, 4, 122.750000, 
trial0012616, AA, 202, 10, 20.200000, GDX, 548, 18, 30.444444, ZIP, 179, 4, 44.750000, 
trial0012617, AA, 164, 10, 16.400000, GDX, 317, 18, 17.611111, ZIP, 241, 4, 60.250000, 
trial0012618, AA, 148, 10, 14.800000, GDX, 473, 18, 26.277778, ZIP, 299, 4, 74.750000, 
trial0012619, AA, 340, 10, 34.000000, GDX, 541, 18, 30.055556, ZIP, 335, 4, 83.750000, 
trial0012620, AA, 758, 10, 75.800000, GDX, 586, 18, 32.555556, ZIP, 77, 4, 19.250000, 
trial0012621, AA, 309, 10, 30.900000, GDX, 316, 18, 17.555556, ZIP, 183, 4, 45.750000, 
trial0012622, AA, 397, 10, 39.700000, GDX, 428, 18, 23.777778, ZIP, 203, 4, 50.750000, 
trial0012623, AA, 426, 10, 42.600000, GDX, 504, 18, 28.000000, ZIP, 207, 4, 51.750000, 
trial0012624, AA, 489, 10, 48.900000, GDX, 397, 18, 22.055556, ZIP, 348, 4, 87.000000, 
trial0012625, AA, 251, 10, 25.100000, GDX, 746, 18, 41.444444, ZIP, 300, 4, 75.000000, 
trial0012626, AA, 222, 10, 22.200000, GDX, 263, 18, 14.611111, ZIP, 128, 4, 32.000000, 
trial0012627, AA, 528, 10, 52.800000, GDX, 377, 18, 20.944444, ZIP, 314, 4, 78.500000, 
trial0012628, AA, 358, 10, 35.800000, GDX, 160, 18, 8.888889, ZIP, 2, 4, 0.500000, 
trial0012629, AA, 162, 10, 16.200000, GDX, 606, 18, 33.666667, ZIP, 0, 4, 0.000000, 
trial0012630, AA, 582, 10, 58.200000, GDX, 625, 18, 34.722222, ZIP, 82, 4, 20.500000, 
trial0012631, AA, 463, 10, 46.300000, GDX, 631, 18, 35.055556, ZIP, 469, 4, 117.250000, 
trial0012632, AA, 1052, 10, 105.200000, GDX, 201, 18, 11.166667, ZIP, 394, 4, 98.500000, 
trial0012633, AA, 294, 10, 29.400000, GDX, 497, 18, 27.611111, ZIP, 192, 4, 48.000000, 
trial0012634, AA, 945, 10, 94.500000, GDX, 461, 18, 25.611111, ZIP, 276, 4, 69.000000, 
trial0012635, AA, 1056, 10, 105.600000, GDX, 982, 18, 54.555556, ZIP, 367, 4, 91.750000, 
trial0012636, AA, 944, 10, 94.400000, GDX, 854, 18, 47.444444, ZIP, 356, 4, 89.000000, 
trial0012637, AA, 1400, 10, 140.000000, GDX, 585, 18, 32.500000, ZIP, 480, 4, 120.000000, 
trial0012638, AA, 920, 10, 92.000000, GDX, 1203, 18, 66.833333, ZIP, 399, 4, 99.750000, 
trial0012639, AA, 577, 10, 57.700000, GDX, 1165, 18, 64.722222, ZIP, 53, 4, 13.250000, 
trial0012640, AA, 711, 10, 71.100000, GDX, 33, 18, 1.833333, ZIP, 60, 4, 15.000000, 
trial0012641, AA, 213, 10, 21.300000, GDX, 1068, 18, 59.333333, ZIP, 31, 4, 7.750000, 
trial0012642, AA, 1167, 10, 116.700000, GDX, 550, 18, 30.555556, ZIP, 829, 4, 207.250000, 
trial0012643, AA, 295, 10, 29.500000, GDX, 656, 18, 36.444444, ZIP, 1285, 4, 321.250000, 
trial0012644, AA, 776, 10, 77.600000, GDX, 960, 18, 53.333333, ZIP, 611, 4, 152.750000, 
trial0012645, AA, 1016, 10, 101.600000, GDX, 653, 18, 36.277778, ZIP, 208, 4, 52.000000, 
trial0012646, AA, 718, 10, 71.800000, GDX, 1256, 18, 69.777778, ZIP, 838, 4, 209.500000, 
trial0012647, AA, 1748, 10, 174.800000, GDX, 418, 18, 23.222222, ZIP, 0, 4, 0.000000, 
trial0012648, AA, 434, 10, 43.400000, GDX, 1475, 18, 81.944444, ZIP, 363, 4, 90.750000, 
trial0012649, AA, 752, 10, 75.200000, GDX, 642, 18, 35.666667, ZIP, 189, 4, 47.250000, 
trial0012650, AA, 754, 10, 75.400000, GDX, 1077, 18, 59.833333, ZIP, 189, 4, 47.250000, 
trial0012651, AA, 927, 10, 92.700000, GDX, 683, 18, 37.944444, ZIP, 285, 4, 71.250000, 
trial0012652, AA, 760, 10, 76.000000, GDX, 782, 18, 43.444444, ZIP, 760, 4, 190.000000, 
trial0012653, AA, 1227, 10, 122.700000, GDX, 465, 18, 25.833333, ZIP, 49, 4, 12.250000, 
trial0012654, AA, 309, 10, 30.900000, GDX, 628, 18, 34.888889, ZIP, 161, 4, 40.250000, 
trial0012655, AA, 818, 10, 81.800000, GDX, 824, 18, 45.777778, ZIP, 136, 4, 34.000000, 
trial0012656, AA, 637, 10, 63.700000, GDX, 1287, 18, 71.500000, ZIP, 229, 4, 57.250000, 
trial0012657, AA, 1313, 10, 131.300000, GDX, 1591, 18, 88.388889, ZIP, 23, 4, 5.750000, 
trial0012658, AA, 1041, 10, 104.100000, GDX, 380, 18, 21.111111, ZIP, 490, 4, 122.500000, 
trial0012659, AA, 965, 10, 96.500000, GDX, 1114, 18, 61.888889, ZIP, 378, 4, 94.500000, 
trial0012660, AA, 1024, 10, 102.400000, GDX, 1042, 18, 57.888889, ZIP, 802, 4, 200.500000, 
trial0012661, AA, 1410, 10, 141.000000, GDX, 1376, 18, 76.444444, ZIP, 817, 4, 204.250000, 
trial0012662, AA, 1717, 10, 171.700000, GDX, 449, 18, 24.944444, ZIP, 231, 4, 57.750000, 
trial0012663, AA, 903, 10, 90.300000, GDX, 741, 18, 41.166667, ZIP, 712, 4, 178.000000, 
trial0012664, AA, 534, 10, 53.400000, GDX, 276, 18, 15.333333, ZIP, 694, 4, 173.500000, 
trial0012665, AA, 1030, 10, 103.000000, GDX, 2657, 18, 147.611111, ZIP, 461, 4, 115.250000, 
trial0012666, AA, 898, 10, 89.800000, GDX, 280, 18, 15.555556, ZIP, 697, 4, 174.250000, 
trial0012667, AA, 2305, 10, 230.500000, GDX, 151, 18, 8.388889, ZIP, 887, 4, 221.750000, 
trial0012668, AA, 1866, 10, 186.600000, GDX, 1537, 18, 85.388889, ZIP, 534, 4, 133.500000, 
trial0012669, AA, 1471, 10, 147.100000, GDX, 298, 18, 16.555556, ZIP, 1525, 4, 381.250000, 
trial0012670, AA, 1036, 10, 103.600000, GDX, 771, 18, 42.833333, ZIP, 218, 4, 54.500000, 
trial0012671, AA, 1540, 10, 154.000000, GDX, 427, 18, 23.722222, ZIP, 586, 4, 146.500000, 
trial0012672, AA, 1034, 10, 103.400000, GDX, 564, 18, 31.333333, ZIP, 1169, 4, 292.250000, 
trial0012673, AA, 868, 10, 86.800000, GDX, 1887, 18, 104.833333, ZIP, 137, 4, 34.250000, 
trial0012674, AA, 1273, 10, 127.300000, GDX, 840, 18, 46.666667, ZIP, 635, 4, 158.750000, 
trial0012675, AA, 758, 10, 75.800000, GDX, 149, 18, 8.277778, ZIP, 724, 4, 181.000000, 
trial0012676, AA, 640, 10, 64.000000, GDX, 317, 18, 17.611111, ZIP, 1255, 4, 313.750000, 
trial0012677, AA, 1521, 10, 152.100000, GDX, 491, 18, 27.277778, ZIP, 1142, 4, 285.500000, 
trial0012678, AA, 581, 10, 58.100000, GDX, 824, 18, 45.777778, ZIP, 323, 4, 80.750000, 
trial0012679, AA, 681, 10, 68.100000, GDX, 236, 18, 13.111111, ZIP, 43, 4, 10.750000, 
trial0012680, AA, 1629, 10, 162.900000, GDX, 2339, 18, 129.944444, ZIP, 47, 4, 11.750000, 
trial0012681, AA, 1426, 10, 142.600000, GDX, 579, 18, 32.166667, ZIP, 1508, 4, 377.000000, 
trial0012682, AA, 2038, 10, 203.800000, GDX, 542, 18, 30.111111, ZIP, 605, 4, 151.250000, 
trial0012683, AA, 1223, 10, 122.300000, GDX, 174, 18, 9.666667, ZIP, 900, 4, 225.000000, 
trial0012684, AA, 1088, 10, 108.800000, GDX, 2136, 18, 118.666667, ZIP, 159, 4, 39.750000, 
trial0012685, AA, 1063, 10, 106.300000, GDX, 1524, 18, 84.666667, ZIP, 314, 4, 78.500000, 
trial0012686, AA, 978, 10, 97.800000, GDX, 162, 18, 9.000000, ZIP, 823, 4, 205.750000, 
trial0012687, AA, 222, 10, 22.200000, GDX, 2392, 18, 132.888889, ZIP, 838, 4, 209.500000, 
trial0012688, AA, 1194, 10, 119.400000, GDX, 498, 18, 27.666667, ZIP, 996, 4, 249.000000, 
trial0012689, AA, 433, 10, 43.300000, GDX, 72, 18, 4.000000, ZIP, 1066, 4, 266.500000, 
trial0012690, AA, 1584, 10, 158.400000, GDX, 1401, 18, 77.833333, ZIP, 863, 4, 215.750000, 
trial0012691, AA, 506, 10, 50.600000, GDX, 365, 18, 20.277778, ZIP, 508, 4, 127.000000, 
trial0012692, AA, 493, 10, 49.300000, GDX, 556, 18, 30.888889, ZIP, 489, 4, 122.250000, 
trial0012693, AA, 422, 10, 42.200000, GDX, 1546, 18, 85.888889, ZIP, 407, 4, 101.750000, 
trial0012694, AA, 291, 10, 29.100000, GDX, 539, 18, 29.944444, ZIP, 226, 4, 56.500000, 
trial0012695, AA, 691, 10, 69.100000, GDX, 904, 18, 50.222222, ZIP, 378, 4, 94.500000, 
trial0012696, AA, 280, 10, 28.000000, GDX, 1638, 18, 91.000000, ZIP, 184, 4, 46.000000, 
trial0012697, AA, 991, 10, 99.100000, GDX, 674, 18, 37.444444, ZIP, 527, 4, 131.750000, 
trial0012698, AA, 460, 10, 46.000000, GDX, 878, 18, 48.777778, ZIP, 32, 4, 8.000000, 
trial0012699, AA, 159, 10, 15.900000, GDX, 1158, 18, 64.333333, ZIP, 294, 4, 73.500000, 
trial0012700, AA, 291, 10, 29.100000, GDX, 1274, 18, 70.777778, ZIP, 364, 4, 91.000000, 
trial0012701, AA, 245, 10, 24.500000, GDX, 770, 18, 42.777778, ZIP, 278, 4, 69.500000, 
trial0012702, AA, 0, 10, 0.000000, GDX, 1007, 18, 55.944444, ZIP, 364, 4, 91.000000, 
