trial0006901, AA, 1393, 18, 77.388889, GDX, 844, 12, 70.333333, ZIP, 214, 2, 107.000000, 
trial0006902, AA, 1424, 18, 79.111111, GDX, 1068, 12, 89.000000, ZIP, 222, 2, 111.000000, 
trial0006903, AA, 1897, 18, 105.388889, GDX, 480, 12, 40.000000, ZIP, 29, 2, 14.500000, 
trial0006904, AA, 1053, 18, 58.500000, GDX, 1386, 12, 115.500000, ZIP, 58, 2, 29.000000, 
trial0006905, AA, 687, 18, 38.166667, GDX, 1078, 12, 89.833333, ZIP, 781, 2, 390.500000, 
trial0006906, AA, 1151, 18, 63.944444, GDX, 227, 12, 18.916667, ZIP, 169, 2, 84.500000, 
trial0006907, AA, 2459, 18, 136.611111, GDX, 1010, 12, 84.166667, ZIP, 0, 2, 0.000000, 
trial0006908, AA, 2882, 18, 160.111111, GDX, 694, 12, 57.833333, ZIP, 397, 2, 198.500000, 
trial0006909, AA, 1500, 18, 83.333333, GDX, 463, 12, 38.583333, ZIP, 531, 2, 265.500000, 
trial0006910, AA, 1604, 18, 89.111111, GDX, 967, 12, 80.583333, ZIP, 0, 2, 0.000000, 
trial0006911, AA, 2485, 18, 138.055556, GDX, 850, 12, 70.833333, ZIP, 270, 2, 135.000000, 
trial0006912, AA, 929, 18, 51.611111, GDX, 1845, 12, 153.750000, ZIP, 191, 2, 95.500000, 
trial0006913, AA, 1385, 18, 76.944444, GDX, 1476, 12, 123.000000, ZIP, 0, 2, 0.000000, 
trial0006914, AA, 756, 18, 42.000000, GDX, 1858, 12, 154.833333, ZIP, 184, 2, 92.000000, 
trial0006915, AA, 1222, 18, 67.888889, GDX, 1214, 12, 101.166667, ZIP, 430, 2, 215.000000, 
trial0006916, AA, 877, 18, 48.722222, GDX, 1557, 12, 129.750000, ZIP, 397, 2, 198.500000, 
trial0006917, AA, 2506, 18, 139.222222, GDX, 518, 12, 43.166667, ZIP, 102, 2, 51.000000, 
trial0006918, AA, 1916, 18, 106.444444, GDX, 293, 12, 24.416667, ZIP, 0, 2, 0.000000, 
trial0006919, AA, 1504, 18, 83.555556, GDX, 766, 12, 63.833333, ZIP, 164, 2, 82.000000, 
trial0006920, AA, 1586, 18, 88.111111, GDX, 1163, 12, 96.916667, ZIP, 448, 2, 224.000000, 
trial0006921, AA, 2482, 18, 137.888889, GDX, 338, 12, 28.166667, ZIP, 519, 2, 259.500000, 
trial0006922, AA, 983, 18, 54.611111, GDX, 1034, 12, 86.166667, ZIP, 452, 2, 226.000000, 
trial0006923, AA, 1894, 18, 105.222222, GDX, 989, 12, 82.416667, ZIP, 28, 2, 14.000000, 
trial0006924, AA, 1230, 18, 68.333333, GDX, 1618, 12, 134.833333, ZIP, 115, 2, 57.500000, 
trial0006925, AA, 1926, 18, 107.000000, GDX, 408, 12, 34.000000, ZIP, 651, 2, 325.500000, 
trial0006926, AA, 3237, 18, 179.833333, GDX, 417, 12, 34.750000, ZIP, 77, 2, 38.500000, 
trial0006927, AA, 1195, 18, 66.388889, GDX, 1225, 12, 102.083333, ZIP, 199, 2, 99.500000, 
trial0006928, AA, 2112, 18, 117.333333, GDX, 879, 12, 73.250000, ZIP, 134, 2, 67.000000, 
trial0006929, AA, 1433, 18, 79.611111, GDX, 1066, 12, 88.833333, ZIP, 4, 2, 2.000000, 
