trial0003001, AA, 2354, 12, 196.166667, GDX, 5324, 20, 266.200000, 
trial0003002, AA, 3859, 12, 321.583333, GDX, 4081, 20, 204.050000, 
trial0003003, AA, 4780, 12, 398.333333, GDX, 2873, 20, 143.650000, 
trial0003004, AA, 5423, 12, 451.916667, GDX, 2013, 20, 100.650000, 
trial0003005, AA, 3998, 12, 333.166667, GDX, 3463, 20, 173.150000, 
trial0003006, AA, 2928, 12, 244.000000, GDX, 4444, 20, 222.200000, 
trial0003007, AA, 2265, 12, 188.750000, GDX, 5534, 20, 276.700000, 
trial0003008, AA, 4142, 12, 345.166667, GDX, 3798, 20, 189.900000, 
trial0003009, AA, 3473, 12, 289.416667, GDX, 4275, 20, 213.750000, 
trial0003010, AA, 2774, 12, 231.166667, GDX, 4810, 20, 240.500000, 
trial0003011, AA, 2434, 12, 202.833333, GDX, 5574, 20, 278.700000, 
trial0003012, AA, 4314, 12, 359.500000, GDX, 3362, 20, 168.100000, 
trial0003013, AA, 3954, 12, 329.500000, GDX, 4009, 20, 200.450000, 
trial0003014, AA, 3284, 12, 273.666667, GDX, 4307, 20, 215.350000, 
trial0003015, AA, 3638, 12, 303.166667, GDX, 4155, 20, 207.750000, 
trial0003016, AA, 2060, 12, 171.666667, GDX, 5515, 20, 275.750000, 
trial0003017, AA, 3657, 12, 304.750000, GDX, 3983, 20, 199.150000, 
trial0003018, AA, 2762, 12, 230.166667, GDX, 4941, 20, 247.050000, 
trial0003019, AA, 2685, 12, 223.750000, GDX, 4821, 20, 241.050000, 
trial0003020, AA, 2870, 12, 239.166667, GDX, 5062, 20, 253.100000, 
trial0003021, AA, 3505, 12, 292.083333, GDX, 4647, 20, 232.350000, 
trial0003022, AA, 3356, 12, 279.666667, GDX, 4546, 20, 227.300000, 
trial0003023, AA, 3435, 12, 286.250000, GDX, 4622, 20, 231.100000, 
trial0003024, AA, 2110, 12, 175.833333, GDX, 5520, 20, 276.000000, 
trial0003025, AA, 3061, 12, 255.083333, GDX, 4879, 20, 243.950000, 
trial0003026, AA, 2977, 12, 248.083333, GDX, 4251, 20, 212.550000, 
trial0003027, AA, 1834, 12, 152.833333, GDX, 5796, 20, 289.800000, 
trial0003028, AA, 3059, 12, 254.916667, GDX, 4611, 20, 230.550000, 
trial0003029, AA, 2732, 12, 227.666667, GDX, 5015, 20, 250.750000, 
trial0003030, AA, 2570, 12, 214.166667, GDX, 5325, 20, 266.250000, 
trial0003031, AA, 2613, 12, 217.750000, GDX, 4437, 20, 221.850000, 
trial0003032, AA, 2592, 12, 216.000000, GDX, 4215, 20, 210.750000, 
trial0003033, AA, 1391, 12, 115.916667, GDX, 5907, 20, 295.350000, 
trial0003034, AA, 2365, 12, 197.083333, GDX, 4727, 20, 236.350000, 
trial0003035, AA, 2577, 12, 214.750000, GDX, 4680, 20, 234.000000, 
trial0003036, AA, 2633, 12, 219.416667, GDX, 4535, 20, 226.750000, 
trial0003037, AA, 3400, 12, 283.333333, GDX, 3867, 20, 193.350000, 
trial0003038, AA, 3768, 12, 314.000000, GDX, 3473, 20, 173.650000, 
trial0003039, AA, 2506, 12, 208.833333, GDX, 4846, 20, 242.300000, 
trial0003040, AA, 2958, 12, 246.500000, GDX, 3868, 20, 193.400000, 
trial0003041, AA, 1900, 12, 158.333333, GDX, 5131, 20, 256.550000, 
trial0003042, AA, 2762, 12, 230.166667, GDX, 3978, 20, 198.900000, 
trial0003043, AA, 3407, 12, 283.916667, GDX, 3773, 20, 188.650000, 
trial0003044, AA, 2595, 12, 216.250000, GDX, 4757, 20, 237.850000, 
trial0003045, AA, 2283, 12, 190.250000, GDX, 5058, 20, 252.900000, 
trial0003046, AA, 1931, 12, 160.916667, GDX, 5362, 20, 268.100000, 
trial0003047, AA, 2404, 12, 200.333333, GDX, 4801, 20, 240.050000, 
trial0003048, AA, 2623, 12, 218.583333, GDX, 4152, 20, 207.600000, 
trial0003049, AA, 2046, 12, 170.500000, GDX, 5347, 20, 267.350000, 
trial0003050, AA, 2875, 12, 239.583333, GDX, 4156, 20, 207.800000, 
trial0003051, AA, 3626, 12, 302.166667, GDX, 3404, 20, 170.200000, 
trial0003052, AA, 2786, 12, 232.166667, GDX, 4241, 20, 212.050000, 
