trial0001801, AA, 3968, 20, 198.400000, GDX, 4853, 12, 404.416667, 
trial0001802, AA, 5569, 20, 278.450000, GDX, 3026, 12, 252.166667, 
trial0001803, AA, 4876, 20, 243.800000, GDX, 3546, 12, 295.500000, 
trial0001804, AA, 4913, 20, 245.650000, GDX, 3340, 12, 278.333333, 
trial0001805, AA, 7730, 20, 386.500000, GDX, 767, 12, 63.916667, 
trial0001806, AA, 4459, 20, 222.950000, GDX, 3393, 12, 282.750000, 
trial0001807, AA, 4376, 20, 218.800000, GDX, 3519, 12, 293.250000, 
trial0001808, AA, 5836, 20, 291.800000, GDX, 2962, 12, 246.833333, 
trial0001809, AA, 5219, 20, 260.950000, GDX, 3344, 12, 278.666667, 
trial0001810, AA, 5170, 20, 258.500000, GDX, 3590, 12, 299.166667, 
trial0001811, AA, 4353, 20, 217.650000, GDX, 4286, 12, 357.166667, 
trial0001812, AA, 6117, 20, 305.850000, GDX, 2652, 12, 221.000000, 
trial0001813, AA, 7100, 20, 355.000000, GDX, 1491, 12, 124.250000, 
trial0001814, AA, 5579, 20, 278.950000, GDX, 3004, 12, 250.333333, 
trial0001815, AA, 5395, 20, 269.750000, GDX, 3527, 12, 293.916667, 
trial0001816, AA, 5692, 20, 284.600000, GDX, 3035, 12, 252.916667, 
trial0001817, AA, 4883, 20, 244.150000, GDX, 3661, 12, 305.083333, 
trial0001818, AA, 4102, 20, 205.100000, GDX, 4733, 12, 394.416667, 
trial0001819, AA, 5937, 20, 296.850000, GDX, 2524, 12, 210.333333, 
trial0001820, AA, 6022, 20, 301.100000, GDX, 2591, 12, 215.916667, 
trial0001821, AA, 5831, 20, 291.550000, GDX, 2175, 12, 181.250000, 
trial0001822, AA, 5515, 20, 275.750000, GDX, 3278, 12, 273.166667, 
trial0001823, AA, 3488, 20, 174.400000, GDX, 5281, 12, 440.083333, 
trial0001824, AA, 5448, 20, 272.400000, GDX, 3309, 12, 275.750000, 
trial0001825, AA, 4674, 20, 233.700000, GDX, 4043, 12, 336.916667, 
trial0001826, AA, 5169, 20, 258.450000, GDX, 3307, 12, 275.583333, 
trial0001827, AA, 5923, 20, 296.150000, GDX, 2745, 12, 228.750000, 
trial0001828, AA, 5684, 20, 284.200000, GDX, 2930, 12, 244.166667, 
trial0001829, AA, 4315, 20, 215.750000, GDX, 4036, 12, 336.333333, 
trial0001830, AA, 6189, 20, 309.450000, GDX, 2350, 12, 195.833333, 
trial0001831, AA, 2588, 20, 129.400000, GDX, 1800, 12, 150.000000, 
trial0001832, AA, 2514, 20, 125.700000, GDX, 1322, 12, 110.166667, 
trial0001833, AA, 3030, 20, 151.500000, GDX, 1111, 12, 92.583333, 
trial0001834, AA, 2409, 20, 120.450000, GDX, 1536, 12, 128.000000, 
trial0001835, AA, 2797, 20, 139.850000, GDX, 1296, 12, 108.000000, 
trial0001836, AA, 2338, 20, 116.900000, GDX, 1862, 12, 155.166667, 
trial0001837, AA, 3236, 20, 161.800000, GDX, 1057, 12, 88.083333, 
trial0001838, AA, 3394, 20, 169.700000, GDX, 1051, 12, 87.583333, 
trial0001839, AA, 2954, 20, 147.700000, GDX, 1286, 12, 107.166667, 
trial0001840, AA, 3213, 20, 160.650000, GDX, 925, 12, 77.083333, 
trial0001841, AA, 3040, 20, 152.000000, GDX, 1221, 12, 101.750000, 
trial0001842, AA, 2941, 20, 147.050000, GDX, 1172, 12, 97.666667, 
trial0001843, AA, 2109, 20, 105.450000, GDX, 2029, 12, 169.083333, 
trial0001844, AA, 2876, 20, 143.800000, GDX, 1459, 12, 121.583333, 
trial0001845, AA, 2431, 20, 121.550000, GDX, 1681, 12, 140.083333, 
trial0001846, AA, 2842, 20, 142.100000, GDX, 1031, 12, 85.916667, 
trial0001847, AA, 2469, 20, 123.450000, GDX, 1763, 12, 146.916667, 
trial0001848, AA, 2308, 20, 115.400000, GDX, 1654, 12, 137.833333, 
trial0001849, AA, 3238, 20, 161.900000, GDX, 1071, 12, 89.250000, 
trial0001850, AA, 2986, 20, 149.300000, GDX, 1040, 12, 86.666667, 
