trial0003601, AA, 1084, 8, 135.500000, GDX, 2116, 24, 88.166667, 
trial0003602, AA, 636, 8, 79.500000, GDX, 2830, 24, 117.916667, 
trial0003603, AA, 1120, 8, 140.000000, GDX, 2358, 24, 98.250000, 
trial0003604, AA, 1116, 8, 139.500000, GDX, 2112, 24, 88.000000, 
trial0003605, AA, 140, 8, 17.500000, GDX, 1452, 24, 60.500000, 
trial0003606, AA, 905, 8, 113.125000, GDX, 3036, 24, 126.500000, 
trial0003607, AA, 938, 8, 117.250000, GDX, 2297, 24, 95.708333, 
trial0003608, AA, 1333, 8, 166.625000, GDX, 1853, 24, 77.208333, 
trial0003609, AA, 534, 8, 66.750000, GDX, 791, 24, 32.958333, 
trial0003610, AA, 1584, 8, 198.000000, GDX, 1860, 24, 77.500000, 
trial0003611, AA, 1219, 8, 152.375000, GDX, 2464, 24, 102.666667, 
trial0003612, AA, 662, 8, 82.750000, GDX, 2839, 24, 118.291667, 
trial0003613, AA, 1483, 8, 185.375000, GDX, 2296, 24, 95.666667, 
trial0003614, AA, 852, 8, 106.500000, GDX, 2675, 24, 111.458333, 
trial0003615, AA, 1276, 8, 159.500000, GDX, 2009, 24, 83.708333, 
trial0003616, AA, 1240, 8, 155.000000, GDX, 2411, 24, 100.458333, 
trial0003617, AA, 1014, 8, 126.750000, GDX, 2603, 24, 108.458333, 
trial0003618, AA, 1046, 8, 130.750000, GDX, 2355, 24, 98.125000, 
trial0003619, AA, 971, 8, 121.375000, GDX, 2549, 24, 106.208333, 
trial0003620, AA, 1221, 8, 152.625000, GDX, 2593, 24, 108.041667, 
trial0003621, AA, 1102, 8, 137.750000, GDX, 2674, 24, 111.416667, 
trial0003622, AA, 809, 8, 101.125000, GDX, 2350, 24, 97.916667, 
trial0003623, AA, 953, 8, 119.125000, GDX, 2281, 24, 95.041667, 
trial0003624, AA, 1309, 8, 163.625000, GDX, 2368, 24, 98.666667, 
trial0003625, AA, 1018, 8, 127.250000, GDX, 2212, 24, 92.166667, 
trial0003626, AA, 953, 8, 119.125000, GDX, 2567, 24, 106.958333, 
trial0003627, AA, 1252, 8, 156.500000, GDX, 2152, 24, 89.666667, 
trial0003628, AA, 633, 8, 79.125000, GDX, 2919, 24, 121.625000, 
trial0003629, AA, 1126, 8, 140.750000, GDX, 2278, 24, 94.916667, 
trial0003630, AA, 1033, 8, 129.125000, GDX, 2659, 24, 110.791667, 
trial0003631, AA, 1929, 8, 241.125000, GDX, 6246, 24, 260.250000, 
trial0003632, AA, 1350, 8, 168.750000, GDX, 7274, 24, 303.083333, 
trial0003633, AA, 3222, 8, 402.750000, GDX, 6453, 24, 268.875000, 
trial0003634, AA, 4505, 8, 563.125000, GDX, 5277, 24, 219.875000, 
trial0003635, AA, 2984, 8, 373.000000, GDX, 5368, 24, 223.666667, 
trial0003636, AA, 3730, 8, 466.250000, GDX, 6091, 24, 253.791667, 
trial0003637, AA, 947, 8, 118.375000, GDX, 8858, 24, 369.083333, 
trial0003638, AA, 2773, 8, 346.625000, GDX, 7844, 24, 326.833333, 
trial0003639, AA, 559, 8, 69.875000, GDX, 8540, 24, 355.833333, 
trial0003640, AA, 2730, 8, 341.250000, GDX, 8630, 24, 359.583333, 
trial0003641, AA, 3785, 8, 473.125000, GDX, 7193, 24, 299.708333, 
trial0003642, AA, 200, 8, 25.000000, GDX, 9914, 24, 413.083333, 
trial0003643, AA, 5166, 8, 645.750000, GDX, 4929, 24, 205.375000, 
trial0003644, AA, 840, 8, 105.000000, GDX, 10008, 24, 417.000000, 
trial0003645, AA, 2265, 8, 283.125000, GDX, 8755, 24, 364.791667, 
trial0003646, AA, 3954, 8, 494.250000, GDX, 7285, 24, 303.541667, 
trial0003647, AA, 3172, 8, 396.500000, GDX, 7331, 24, 305.458333, 
trial0003648, AA, 2738, 8, 342.250000, GDX, 5642, 24, 235.083333, 
trial0003649, AA, 241, 8, 30.125000, GDX, 7964, 24, 331.833333, 
trial0003650, AA, 3935, 8, 491.875000, GDX, 7555, 24, 314.791667, 
trial0003651, AA, 2814, 8, 351.750000, GDX, 5994, 24, 249.750000, 
trial0003652, AA, 1599, 8, 199.875000, GDX, 8407, 24, 350.291667, 
trial0003653, AA, 1837, 8, 229.625000, GDX, 9103, 24, 379.291667, 
trial0003654, AA, 1792, 8, 224.000000, GDX, 8984, 24, 374.333333, 
trial0003655, AA, 4643, 8, 580.375000, GDX, 6566, 24, 273.583333, 
trial0003656, AA, 1410, 8, 176.250000, GDX, 6557, 24, 273.208333, 
trial0003657, AA, 1962, 8, 245.250000, GDX, 5589, 24, 232.875000, 
trial0003658, AA, 3991, 8, 498.875000, GDX, 7321, 24, 305.041667, 
trial0003659, AA, 2353, 8, 294.125000, GDX, 8349, 24, 347.875000, 
trial0003660, AA, 2748, 8, 343.500000, GDX, 7081, 24, 295.041667, 
trial0003661, AA, 1705, 8, 213.125000, GDX, 4215, 24, 175.625000, 
trial0003662, AA, 2758, 8, 344.750000, GDX, 2839, 24, 118.291667, 
trial0003663, AA, 2480, 8, 310.000000, GDX, 3251, 24, 135.458333, 
trial0003664, AA, 472, 8, 59.000000, GDX, 5317, 24, 221.541667, 
trial0003665, AA, 761, 8, 95.125000, GDX, 4136, 24, 172.333333, 
trial0003666, AA, 2696, 8, 337.000000, GDX, 3018, 24, 125.750000, 
trial0003667, AA, 1804, 8, 225.500000, GDX, 3849, 24, 160.375000, 
trial0003668, AA, 1404, 8, 175.500000, GDX, 4177, 24, 174.041667, 
trial0003669, AA, 1687, 8, 210.875000, GDX, 4176, 24, 174.000000, 
trial0003670, AA, 1360, 8, 170.000000, GDX, 4720, 24, 196.666667, 
trial0003671, AA, 1890, 8, 236.250000, GDX, 4061, 24, 169.208333, 
trial0003672, AA, 2434, 8, 304.250000, GDX, 3149, 24, 131.208333, 
trial0003673, AA, 2159, 8, 269.875000, GDX, 3505, 24, 146.041667, 
trial0003674, AA, 1501, 8, 187.625000, GDX, 4053, 24, 168.875000, 
trial0003675, AA, 2039, 8, 254.875000, GDX, 3079, 24, 128.291667, 
trial0003676, AA, 1891, 8, 236.375000, GDX, 3867, 24, 161.125000, 
trial0003677, AA, 2105, 8, 263.125000, GDX, 3623, 24, 150.958333, 
trial0003678, AA, 629, 8, 78.625000, GDX, 5014, 24, 208.916667, 
trial0003679, AA, 746, 8, 93.250000, GDX, 4788, 24, 199.500000, 
trial0003680, AA, 1917, 8, 239.625000, GDX, 3657, 24, 152.375000, 
trial0003681, AA, 959, 8, 119.875000, GDX, 3871, 24, 161.291667, 
trial0003682, AA, 742, 8, 92.750000, GDX, 5111, 24, 212.958333, 
trial0003683, AA, 1625, 8, 203.125000, GDX, 4236, 24, 176.500000, 
trial0003684, AA, 824, 8, 103.000000, GDX, 4250, 24, 177.083333, 
trial0003685, AA, 63, 8, 7.875000, GDX, 5615, 24, 233.958333, 
trial0003686, AA, 1683, 8, 210.375000, GDX, 3778, 24, 157.416667, 
trial0003687, AA, 1161, 8, 145.125000, GDX, 4644, 24, 193.500000, 
trial0003688, AA, 1254, 8, 156.750000, GDX, 4556, 24, 189.833333, 
trial0003689, AA, 840, 8, 105.000000, GDX, 3368, 24, 140.333333, 
trial0003690, AA, 1399, 8, 174.875000, GDX, 4159, 24, 173.291667, 
trial0003691, AA, 2847, 8, 355.875000, GDX, 4384, 24, 182.666667, 
trial0003692, AA, 2071, 8, 258.875000, GDX, 4941, 24, 205.875000, 
trial0003693, AA, 2306, 8, 288.250000, GDX, 4637, 24, 193.208333, 
trial0003694, AA, 1914, 8, 239.250000, GDX, 5287, 24, 220.291667, 
trial0003695, AA, 2493, 8, 311.625000, GDX, 4758, 24, 198.250000, 
trial0003696, AA, 1707, 8, 213.375000, GDX, 5766, 24, 240.250000, 
trial0003697, AA, 1774, 8, 221.750000, GDX, 5129, 24, 213.708333, 
trial0003698, AA, 1290, 8, 161.250000, GDX, 4545, 24, 189.375000, 
trial0003699, AA, 1147, 8, 143.375000, GDX, 6530, 24, 272.083333, 
trial0003700, AA, 1454, 8, 181.750000, GDX, 5330, 24, 222.083333, 
trial0003701, AA, 997, 8, 124.625000, GDX, 5967, 24, 248.625000, 
trial0003702, AA, 1870, 8, 233.750000, GDX, 4461, 24, 185.875000, 
trial0003703, AA, 1025, 8, 128.125000, GDX, 5877, 24, 244.875000, 
trial0003704, AA, 2093, 8, 261.625000, GDX, 5517, 24, 229.875000, 
trial0003705, AA, 2937, 8, 367.125000, GDX, 3224, 24, 134.333333, 
trial0003706, AA, 969, 8, 121.125000, GDX, 5296, 24, 220.666667, 
