trial0036301, ZIC, 163, 6, 27.166667, ZIP, 1007, 26, 38.730769, 
trial0036302, ZIC, 104, 6, 17.333333, ZIP, 916, 26, 35.230769, 
trial0036303, ZIC, 132, 6, 22.000000, ZIP, 727, 26, 27.961538, 
trial0036304, ZIC, 286, 6, 47.666667, ZIP, 691, 26, 26.576923, 
trial0036305, ZIC, 177, 6, 29.500000, ZIP, 873, 26, 33.576923, 
trial0036306, ZIC, 156, 6, 26.000000, ZIP, 830, 26, 31.923077, 
trial0036307, ZIC, 108, 6, 18.000000, ZIP, 1087, 26, 41.807692, 
trial0036308, ZIC, 282, 6, 47.000000, ZIP, 625, 26, 24.038462, 
trial0036309, ZIC, 137, 6, 22.833333, ZIP, 738, 26, 28.384615, 
trial0036310, ZIC, 48, 6, 8.000000, ZIP, 802, 26, 30.846154, 
trial0036311, ZIC, 95, 6, 15.833333, ZIP, 764, 26, 29.384615, 
trial0036312, ZIC, 26, 6, 4.333333, ZIP, 1030, 26, 39.615385, 
trial0036313, ZIC, 89, 6, 14.833333, ZIP, 1153, 26, 44.346154, 
trial0036314, ZIC, 155, 6, 25.833333, ZIP, 767, 26, 29.500000, 
trial0036315, ZIC, 151, 6, 25.166667, ZIP, 959, 26, 36.884615, 
trial0036316, ZIC, 40, 6, 6.666667, ZIP, 699, 26, 26.884615, 
trial0036317, ZIC, 134, 6, 22.333333, ZIP, 910, 26, 35.000000, 
trial0036318, ZIC, 124, 6, 20.666667, ZIP, 856, 26, 32.923077, 
trial0036319, ZIC, 338, 6, 56.333333, ZIP, 865, 26, 33.269231, 
trial0036320, ZIC, 132, 6, 22.000000, ZIP, 1061, 26, 40.807692, 
trial0036321, ZIC, 193, 6, 32.166667, ZIP, 709, 26, 27.269231, 
trial0036322, ZIC, 163, 6, 27.166667, ZIP, 1056, 26, 40.615385, 
trial0036323, ZIC, 24, 6, 4.000000, ZIP, 789, 26, 30.346154, 
trial0036324, ZIC, 335, 6, 55.833333, ZIP, 866, 26, 33.307692, 
trial0036325, ZIC, 318, 6, 53.000000, ZIP, 860, 26, 33.076923, 
trial0036326, ZIC, 275, 6, 45.833333, ZIP, 804, 26, 30.923077, 
trial0036327, ZIC, 135, 6, 22.500000, ZIP, 925, 26, 35.576923, 
trial0036328, ZIC, 52, 6, 8.666667, ZIP, 1098, 26, 42.230769, 
trial0036329, ZIC, 90, 6, 15.000000, ZIP, 793, 26, 30.500000, 
