trial0034501, AA, 1005, 18, 55.833333, GDX, 274, 4, 68.500000, ZIC, 0, 2, 0.000000, ZIP, 541, 8, 67.625000, 
trial0034502, AA, 1096, 18, 60.888889, GDX, 194, 4, 48.500000, ZIC, 37, 2, 18.500000, ZIP, 326, 8, 40.750000, 
trial0034503, AA, 1067, 18, 59.277778, GDX, 184, 4, 46.000000, ZIC, 116, 2, 58.000000, ZIP, 440, 8, 55.000000, 
trial0034504, AA, 1245, 18, 69.166667, GDX, 324, 4, 81.000000, ZIC, 0, 2, 0.000000, ZIP, 470, 8, 58.750000, 
trial0034505, AA, 1183, 18, 65.722222, GDX, 51, 4, 12.750000, ZIC, 117, 2, 58.500000, ZIP, 615, 8, 76.875000, 
trial0034506, AA, 1019, 18, 56.611111, GDX, 54, 4, 13.500000, ZIC, 166, 2, 83.000000, ZIP, 557, 8, 69.625000, 
trial0034507, AA, 1342, 18, 74.555556, GDX, 0, 4, 0.000000, ZIC, 156, 2, 78.000000, ZIP, 543, 8, 67.875000, 
trial0034508, AA, 1104, 18, 61.333333, GDX, 171, 4, 42.750000, ZIC, 49, 2, 24.500000, ZIP, 580, 8, 72.500000, 
trial0034509, AA, 1460, 18, 81.111111, GDX, 0, 4, 0.000000, ZIC, 43, 2, 21.500000, ZIP, 363, 8, 45.375000, 
trial0034510, AA, 964, 18, 53.555556, GDX, 192, 4, 48.000000, ZIC, 232, 2, 116.000000, ZIP, 347, 8, 43.375000, 
trial0034511, AA, 1384, 18, 76.888889, GDX, 10, 4, 2.500000, ZIC, 229, 2, 114.500000, ZIP, 376, 8, 47.000000, 
trial0034512, AA, 642, 18, 35.666667, GDX, 92, 4, 23.000000, ZIC, 242, 2, 121.000000, ZIP, 610, 8, 76.250000, 
trial0034513, AA, 1256, 18, 69.777778, GDX, 75, 4, 18.750000, ZIC, 0, 2, 0.000000, ZIP, 491, 8, 61.375000, 
trial0034514, AA, 1251, 18, 69.500000, GDX, 30, 4, 7.500000, ZIC, 23, 2, 11.500000, ZIP, 613, 8, 76.625000, 
trial0034515, AA, 1136, 18, 63.111111, GDX, 87, 4, 21.750000, ZIC, 194, 2, 97.000000, ZIP, 412, 8, 51.500000, 
trial0034516, AA, 1197, 18, 66.500000, GDX, 168, 4, 42.000000, ZIC, 0, 2, 0.000000, ZIP, 343, 8, 42.875000, 
