trial0018901, AA, 1986, 18, 110.333333, ZIC, 1510, 14, 107.857143, 
trial0018902, AA, 2041, 18, 113.388889, ZIC, 1795, 14, 128.214286, 
trial0018903, AA, 2532, 18, 140.666667, ZIC, 1396, 14, 99.714286, 
trial0018904, AA, 2568, 18, 142.666667, ZIC, 1205, 14, 86.071429, 
trial0018905, AA, 2701, 18, 150.055556, ZIC, 1369, 14, 97.785714, 
trial0018906, AA, 2408, 18, 133.777778, ZIC, 1477, 14, 105.500000, 
trial0018907, AA, 2006, 18, 111.444444, ZIC, 1740, 14, 124.285714, 
trial0018908, AA, 1962, 18, 109.000000, ZIC, 1771, 14, 126.500000, 
trial0018909, AA, 2235, 18, 124.166667, ZIC, 1641, 14, 117.214286, 
trial0018910, AA, 1685, 18, 93.611111, ZIC, 2110, 14, 150.714286, 
trial0018911, AA, 1850, 18, 102.777778, ZIC, 1960, 14, 140.000000, 
trial0018912, AA, 2314, 18, 128.555556, ZIC, 1571, 14, 112.214286, 
trial0018913, AA, 2160, 18, 120.000000, ZIC, 1583, 14, 113.071429, 
trial0018914, AA, 2407, 18, 133.722222, ZIC, 1385, 14, 98.928571, 
trial0018915, AA, 1987, 18, 110.388889, ZIC, 1847, 14, 131.928571, 
trial0018916, AA, 2272, 18, 126.222222, ZIC, 1575, 14, 112.500000, 
trial0018917, AA, 3302, 18, 183.444444, ZIC, 970, 14, 69.285714, 
trial0018918, AA, 2312, 18, 128.444444, ZIC, 1368, 14, 97.714286, 
trial0018919, AA, 2224, 18, 123.555556, ZIC, 1889, 14, 134.928571, 
trial0018920, AA, 1818, 18, 101.000000, ZIC, 2230, 14, 159.285714, 
trial0018921, AA, 2639, 18, 146.611111, ZIC, 1610, 14, 115.000000, 
trial0018922, AA, 2673, 18, 148.500000, ZIC, 1108, 14, 79.142857, 
trial0018923, AA, 3238, 18, 179.888889, ZIC, 785, 14, 56.071429, 
trial0018924, AA, 1608, 18, 89.333333, ZIC, 2160, 14, 154.285714, 
