trial0018601, ZIC, 2177, 12, 181.416667, ZIP, 825, 20, 41.250000, 
trial0018602, ZIC, 401, 12, 33.416667, ZIP, 2494, 20, 124.700000, 
trial0018603, ZIC, 1416, 12, 118.000000, ZIP, 1950, 20, 97.500000, 
trial0018604, ZIC, 1005, 12, 83.750000, ZIP, 2437, 20, 121.850000, 
trial0018605, ZIC, 1494, 12, 124.500000, ZIP, 2026, 20, 101.300000, 
trial0018606, ZIC, 912, 12, 76.000000, ZIP, 1730, 20, 86.500000, 
trial0018607, ZIC, 1267, 12, 105.583333, ZIP, 1895, 20, 94.750000, 
trial0018608, ZIC, 1328, 12, 110.666667, ZIP, 2167, 20, 108.350000, 
trial0018609, ZIC, 1380, 12, 115.000000, ZIP, 1900, 20, 95.000000, 
trial0018610, ZIC, 1061, 12, 88.416667, ZIP, 2505, 20, 125.250000, 
trial0018611, ZIC, 1212, 12, 101.000000, ZIP, 1814, 20, 90.700000, 
trial0018612, ZIC, 1087, 12, 90.583333, ZIP, 2579, 20, 128.950000, 
trial0018613, ZIC, 1208, 12, 100.666667, ZIP, 2239, 20, 111.950000, 
trial0018614, ZIC, 758, 12, 63.166667, ZIP, 2385, 20, 119.250000, 
trial0018615, ZIC, 1287, 12, 107.250000, ZIP, 1440, 20, 72.000000, 
trial0018616, ZIC, 784, 12, 65.333333, ZIP, 2371, 20, 118.550000, 
trial0018617, ZIC, 1377, 12, 114.750000, ZIP, 2198, 20, 109.900000, 
trial0018618, ZIC, 1446, 12, 120.500000, ZIP, 1686, 20, 84.300000, 
trial0018619, ZIC, 1622, 12, 135.166667, ZIP, 1757, 20, 87.850000, 
trial0018620, ZIC, 1259, 12, 104.916667, ZIP, 2269, 20, 113.450000, 
trial0018621, ZIC, 1214, 12, 101.166667, ZIP, 1738, 20, 86.900000, 
trial0018622, ZIC, 982, 12, 81.833333, ZIP, 1753, 20, 87.650000, 
trial0018623, ZIC, 903, 12, 75.250000, ZIP, 2092, 20, 104.600000, 
trial0018624, ZIC, 887, 12, 73.916667, ZIP, 2786, 20, 139.300000, 
trial0018625, ZIC, 659, 12, 54.916667, ZIP, 2407, 20, 120.350000, 
trial0018626, ZIC, 990, 12, 82.500000, ZIP, 2728, 20, 136.400000, 
trial0018627, ZIC, 1235, 12, 102.916667, ZIP, 1960, 20, 98.000000, 
