trial0000001, AA, 249, 4, 62.250000, ZIP, 4284, 28, 153.000000, 
trial0000002, AA, 1178, 4, 294.500000, ZIP, 3727, 28, 133.107143, 
trial0000003, AA, 1143, 4, 285.750000, ZIP, 3760, 28, 134.285714, 
trial0000004, AA, 195, 4, 48.750000, ZIP, 4656, 28, 166.285714, 
trial0000005, AA, 883, 4, 220.750000, ZIP, 3462, 28, 123.642857, 
trial0000006, AA, 430, 4, 107.500000, ZIP, 4035, 28, 144.107143, 
trial0000007, AA, 890, 4, 222.500000, ZIP, 4355, 28, 155.535714, 
trial0000008, AA, 120, 4, 30.000000, ZIP, 4502, 28, 160.785714, 
trial0000009, AA, 971, 4, 242.750000, ZIP, 4019, 28, 143.535714, 
trial0000010, AA, 1246, 4, 311.500000, ZIP, 3957, 28, 141.321429, 
trial0000011, AA, 346, 4, 86.500000, ZIP, 4280, 28, 152.857143, 
trial0000012, AA, 1543, 4, 385.750000, ZIP, 2915, 28, 104.107143, 
trial0000013, AA, 749, 4, 187.250000, ZIP, 3913, 28, 139.750000, 
trial0000014, AA, 545, 4, 136.250000, ZIP, 4404, 28, 157.285714, 
trial0000015, AA, 857, 4, 214.250000, ZIP, 3828, 28, 136.714286, 
trial0000016, AA, 1091, 4, 272.750000, ZIP, 3681, 28, 131.464286, 
trial0000017, AA, 267, 4, 66.750000, ZIP, 4730, 28, 168.928571, 
trial0000018, AA, 62, 4, 15.500000, ZIP, 4498, 28, 160.642857, 
trial0000019, AA, 343, 4, 85.750000, ZIP, 4356, 28, 155.571429, 
trial0000020, AA, 68, 4, 17.000000, ZIP, 4190, 28, 149.642857, 
trial0000021, AA, 381, 4, 95.250000, ZIP, 4444, 28, 158.714286, 
trial0000022, AA, 767, 4, 191.750000, ZIP, 3972, 28, 141.857143, 
trial0000023, AA, 731, 4, 182.750000, ZIP, 4001, 28, 142.892857, 
trial0000024, AA, 344, 4, 86.000000, ZIP, 4016, 28, 143.428571, 
trial0000025, AA, 694, 4, 173.500000, ZIP, 3920, 28, 140.000000, 
trial0000026, AA, 590, 4, 147.500000, ZIP, 4237, 28, 151.321429, 
trial0000027, AA, 547, 4, 136.750000, ZIP, 4538, 28, 162.071429, 
trial0000028, AA, 1317, 4, 329.250000, ZIP, 3484, 28, 124.428571, 
trial0000029, AA, 597, 4, 149.250000, ZIP, 4244, 28, 151.571429, 
trial0000030, AA, 476, 4, 119.000000, ZIP, 4499, 28, 160.678571, 
trial0000031, AA, 121, 4, 30.250000, ZIP, 3360, 28, 120.000000, 
trial0000032, AA, 144, 4, 36.000000, ZIP, 3438, 28, 122.785714, 
trial0000033, AA, 662, 4, 165.500000, ZIP, 3083, 28, 110.107143, 
trial0000034, AA, 559, 4, 139.750000, ZIP, 2853, 28, 101.892857, 
trial0000035, AA, 224, 4, 56.000000, ZIP, 3097, 28, 110.607143, 
trial0000036, AA, 139, 4, 34.750000, ZIP, 3334, 28, 119.071429, 
trial0000037, AA, 86, 4, 21.500000, ZIP, 3152, 28, 112.571429, 
trial0000038, AA, 888, 4, 222.000000, ZIP, 2517, 28, 89.892857, 
trial0000039, AA, 720, 4, 180.000000, ZIP, 2994, 28, 106.928571, 
trial0000040, AA, 287, 4, 71.750000, ZIP, 3117, 28, 111.321429, 
trial0000041, AA, 386, 4, 96.500000, ZIP, 3110, 28, 111.071429, 
trial0000042, AA, 588, 4, 147.000000, ZIP, 2953, 28, 105.464286, 
trial0000043, AA, 197, 4, 49.250000, ZIP, 3243, 28, 115.821429, 
trial0000044, AA, 275, 4, 68.750000, ZIP, 3284, 28, 117.285714, 
trial0000045, AA, 172, 4, 43.000000, ZIP, 3195, 28, 114.107143, 
trial0000046, AA, 550, 4, 137.500000, ZIP, 2719, 28, 97.107143, 
trial0000047, AA, 466, 4, 116.500000, ZIP, 2926, 28, 104.500000, 
trial0000048, AA, 639, 4, 159.750000, ZIP, 2800, 28, 100.000000, 
trial0000049, AA, 191, 4, 47.750000, ZIP, 3192, 28, 114.000000, 
trial0000050, AA, 431, 4, 107.750000, ZIP, 2740, 28, 97.857143, 
trial0000051, AA, 100, 4, 25.000000, ZIP, 3126, 28, 111.642857, 
trial0000052, AA, 560, 4, 140.000000, ZIP, 2844, 28, 101.571429, 
trial0000053, AA, 570, 4, 142.500000, ZIP, 2558, 28, 91.357143, 
trial0000054, AA, 504, 4, 126.000000, ZIP, 3023, 28, 107.964286, 
trial0000055, AA, 610, 4, 152.500000, ZIP, 2711, 28, 96.821429, 
trial0000056, AA, 509, 4, 127.250000, ZIP, 3041, 28, 108.607143, 
trial0000057, AA, 347, 4, 86.750000, ZIP, 2694, 28, 96.214286, 
trial0000058, AA, 697, 4, 174.250000, ZIP, 2828, 28, 101.000000, 
trial0000059, AA, 871, 4, 217.750000, ZIP, 1854, 28, 66.214286, 
trial0000060, AA, 321, 4, 80.250000, ZIP, 3344, 28, 119.428571, 
trial0000061, AA, 680, 4, 170.000000, ZIP, 5234, 28, 186.928571, 
trial0000062, AA, 1346, 4, 336.500000, ZIP, 4377, 28, 156.321429, 
trial0000063, AA, 1793, 4, 448.250000, ZIP, 4264, 28, 152.285714, 
trial0000064, AA, 1041, 4, 260.250000, ZIP, 4867, 28, 173.821429, 
trial0000065, AA, 590, 4, 147.500000, ZIP, 5301, 28, 189.321429, 
trial0000066, AA, 401, 4, 100.250000, ZIP, 5106, 28, 182.357143, 
trial0000067, AA, 866, 4, 216.500000, ZIP, 5148, 28, 183.857143, 
trial0000068, AA, 119, 4, 29.750000, ZIP, 4869, 28, 173.892857, 
trial0000069, AA, 1544, 4, 386.000000, ZIP, 4128, 28, 147.428571, 
trial0000070, AA, 770, 4, 192.500000, ZIP, 5074, 28, 181.214286, 
