trial0001501, ZIP, 2691, 32, 84.093750, 
trial0001502, ZIP, 3199, 32, 99.968750, 
trial0001503, ZIP, 3118, 32, 97.437500, 
trial0001504, ZIP, 3328, 32, 104.000000, 
trial0001505, ZIP, 2906, 32, 90.812500, 
trial0001506, ZIP, 3231, 32, 100.968750, 
trial0001507, ZIP, 3085, 32, 96.406250, 
trial0001508, ZIP, 3511, 32, 109.718750, 
trial0001509, ZIP, 3119, 32, 97.468750, 
trial0001510, ZIP, 3422, 32, 106.937500, 
trial0001511, ZIP, 3223, 32, 100.718750, 
trial0001512, ZIP, 3274, 32, 102.312500, 
trial0001513, ZIP, 3406, 32, 106.437500, 
trial0001514, ZIP, 3037, 32, 94.906250, 
trial0001515, ZIP, 2859, 32, 89.343750, 
trial0001516, ZIP, 3379, 32, 105.593750, 
trial0001517, ZIP, 3246, 32, 101.437500, 
trial0001518, ZIP, 2988, 32, 93.375000, 
trial0001519, ZIP, 3131, 32, 97.843750, 
trial0001520, ZIP, 2976, 32, 93.000000, 
trial0001521, ZIP, 3275, 32, 102.343750, 
trial0001522, ZIP, 2379, 32, 74.343750, 
trial0001523, ZIP, 3318, 32, 103.687500, 
trial0001524, ZIP, 2368, 32, 74.000000, 
trial0001525, ZIP, 2804, 32, 87.625000, 
trial0001526, ZIP, 2761, 32, 86.281250, 
trial0001527, ZIP, 2848, 32, 89.000000, 
trial0001528, ZIP, 3106, 32, 97.062500, 
trial0001529, ZIP, 2995, 32, 93.593750, 
trial0001530, ZIP, 3196, 32, 99.875000, 
trial0001531, ZIP, 3789, 32, 118.406250, 
trial0001532, ZIP, 3699, 32, 115.593750, 
trial0001533, ZIP, 3895, 32, 121.718750, 
trial0001534, ZIP, 3271, 32, 102.218750, 
trial0001535, ZIP, 3891, 32, 121.593750, 
trial0001536, ZIP, 3926, 32, 122.687500, 
trial0001537, ZIP, 3848, 32, 120.250000, 
trial0001538, ZIP, 3728, 32, 116.500000, 
trial0001539, ZIP, 3167, 32, 98.968750, 
trial0001540, ZIP, 4010, 32, 125.312500, 
trial0001541, ZIP, 3875, 32, 121.093750, 
trial0001542, ZIP, 3460, 32, 108.125000, 
trial0001543, ZIP, 3767, 32, 117.718750, 
trial0001544, ZIP, 3648, 32, 114.000000, 
trial0001545, ZIP, 3935, 32, 122.968750, 
trial0001546, ZIP, 3906, 32, 122.062500, 
trial0001547, ZIP, 3841, 32, 120.031250, 
trial0001548, ZIP, 3316, 32, 103.625000, 
