trial0000901, AA, 170, 2, 85.000000, ZIP, 5839, 30, 194.633333, 
trial0000902, AA, 5, 2, 2.500000, ZIP, 5711, 30, 190.366667, 
trial0000903, AA, 416, 2, 208.000000, ZIP, 5896, 30, 196.533333, 
trial0000904, AA, 722, 2, 361.000000, ZIP, 5771, 30, 192.366667, 
trial0000905, AA, 10, 2, 5.000000, ZIP, 5803, 30, 193.433333, 
trial0000906, AA, 59, 2, 29.500000, ZIP, 5737, 30, 191.233333, 
trial0000907, AA, 894, 2, 447.000000, ZIP, 4996, 30, 166.533333, 
trial0000908, AA, 641, 2, 320.500000, ZIP, 5204, 30, 173.466667, 
trial0000909, AA, 204, 2, 102.000000, ZIP, 6337, 30, 211.233333, 
trial0000910, AA, 140, 2, 70.000000, ZIP, 4846, 30, 161.533333, 
trial0000911, AA, 302, 2, 151.000000, ZIP, 5156, 30, 171.866667, 
trial0000912, AA, 1017, 2, 508.500000, ZIP, 4900, 30, 163.333333, 
trial0000913, AA, 1360, 2, 680.000000, ZIP, 4695, 30, 156.500000, 
trial0000914, AA, 788, 2, 394.000000, ZIP, 4854, 30, 161.800000, 
trial0000915, AA, 151, 2, 75.500000, ZIP, 5591, 30, 186.366667, 
trial0000916, AA, 0, 2, 0.000000, ZIP, 5568, 30, 185.600000, 
trial0000917, AA, 177, 2, 88.500000, ZIP, 4902, 30, 163.400000, 
trial0000918, AA, 609, 2, 304.500000, ZIP, 4943, 30, 164.766667, 
trial0000919, AA, 493, 2, 246.500000, ZIP, 5285, 30, 176.166667, 
trial0000920, AA, 478, 2, 239.000000, ZIP, 4770, 30, 159.000000, 
trial0000921, AA, 417, 2, 208.500000, ZIP, 5576, 30, 185.866667, 
trial0000922, AA, 549, 2, 274.500000, ZIP, 5823, 30, 194.100000, 
trial0000923, AA, 545, 2, 272.500000, ZIP, 5346, 30, 178.200000, 
trial0000924, AA, 1080, 2, 540.000000, ZIP, 5700, 30, 190.000000, 
trial0000925, AA, 745, 2, 372.500000, ZIP, 5832, 30, 194.400000, 
trial0000926, AA, 0, 2, 0.000000, ZIP, 6245, 30, 208.166667, 
trial0000927, AA, 320, 2, 160.000000, ZIP, 5443, 30, 181.433333, 
trial0000928, AA, 475, 2, 237.500000, ZIP, 5361, 30, 178.700000, 
trial0000929, AA, 5, 2, 2.500000, ZIP, 5662, 30, 188.733333, 
trial0000930, AA, 515, 2, 257.500000, ZIP, 6095, 30, 203.166667, 
trial0000931, AA, 898, 2, 449.000000, ZIP, 3956, 30, 131.866667, 
trial0000932, AA, 534, 2, 267.000000, ZIP, 5350, 30, 178.333333, 
trial0000933, AA, 600, 2, 300.000000, ZIP, 4581, 30, 152.700000, 
trial0000934, AA, 439, 2, 219.500000, ZIP, 5481, 30, 182.700000, 
trial0000935, AA, 0, 2, 0.000000, ZIP, 5592, 30, 186.400000, 
trial0000936, AA, 560, 2, 280.000000, ZIP, 5290, 30, 176.333333, 
trial0000937, AA, 69, 2, 34.500000, ZIP, 5229, 30, 174.300000, 
trial0000938, AA, 12, 2, 6.000000, ZIP, 4358, 30, 145.266667, 
trial0000939, AA, 8, 2, 4.000000, ZIP, 5132, 30, 171.066667, 
trial0000940, AA, 52, 2, 26.000000, ZIP, 5696, 30, 189.866667, 
trial0000941, AA, 924, 2, 462.000000, ZIP, 4508, 30, 150.266667, 
trial0000942, AA, 21, 2, 10.500000, ZIP, 5243, 30, 174.766667, 
