trial0057301, AA, 656, 28, 23.428571, ZIC, 129, 4, 32.250000, 
trial0057302, AA, 763, 28, 27.250000, ZIC, 60, 4, 15.000000, 
trial0057303, AA, 769, 28, 27.464286, ZIC, 42, 4, 10.500000, 
trial0057304, AA, 711, 28, 25.392857, ZIC, 112, 4, 28.000000, 
trial0057305, AA, 774, 28, 27.642857, ZIC, 37, 4, 9.250000, 
trial0057306, AA, 699, 28, 24.964286, ZIC, 99, 4, 24.750000, 
trial0057307, AA, 649, 28, 23.178571, ZIC, 150, 4, 37.500000, 
trial0057308, AA, 774, 28, 27.642857, ZIC, 37, 4, 9.250000, 
trial0057309, AA, 811, 28, 28.964286, ZIC, 0, 4, 0.000000, 
trial0057310, AA, 728, 28, 26.000000, ZIC, 83, 4, 20.750000, 
trial0057311, AA, 720, 28, 25.714286, ZIC, 103, 4, 25.750000, 
trial0057312, AA, 709, 28, 25.321429, ZIC, 114, 4, 28.500000, 
trial0057313, AA, 712, 28, 25.428571, ZIC, 86, 4, 21.500000, 
trial0057314, AA, 745, 28, 26.607143, ZIC, 78, 4, 19.500000, 
trial0057315, AA, 823, 28, 29.392857, ZIC, 0, 4, 0.000000, 
trial0057316, AA, 767, 28, 27.392857, ZIC, 56, 4, 14.000000, 
trial0057317, AA, 671, 28, 23.964286, ZIC, 102, 4, 25.500000, 
trial0057318, AA, 710, 28, 25.357143, ZIC, 101, 4, 25.250000, 
trial0057319, AA, 783, 28, 27.964286, ZIC, 40, 4, 10.000000, 
trial0057320, AA, 745, 28, 26.607143, ZIC, 66, 4, 16.500000, 
trial0057321, AA, 766, 28, 27.357143, ZIC, 57, 4, 14.250000, 
trial0057322, AA, 759, 28, 27.107143, ZIC, 52, 4, 13.000000, 
trial0057323, AA, 558, 28, 19.928571, ZIC, 227, 4, 56.750000, 
trial0057324, AA, 788, 28, 28.142857, ZIC, 35, 4, 8.750000, 
trial0057325, AA, 705, 28, 25.178571, ZIC, 106, 4, 26.500000, 
trial0057326, AA, 734, 28, 26.214286, ZIC, 77, 4, 19.250000, 
trial0057327, AA, 777, 28, 27.750000, ZIC, 34, 4, 8.500000, 
trial0057328, AA, 710, 28, 25.357143, ZIC, 88, 4, 22.000000, 
trial0057329, AA, 690, 28, 24.642857, ZIC, 95, 4, 23.750000, 
trial0057330, AA, 687, 28, 24.535714, ZIC, 124, 4, 31.000000, 
trial0057331, AA, 104, 28, 3.714286, ZIC, 29, 4, 7.250000, 
trial0057332, AA, 105, 28, 3.750000, ZIC, 30, 4, 7.500000, 
trial0057333, AA, 134, 28, 4.785714, ZIC, 6, 4, 1.500000, 
trial0057334, AA, 111, 28, 3.964286, ZIC, 6, 4, 1.500000, 
trial0057335, AA, 118, 28, 4.214286, ZIC, 11, 4, 2.750000, 
trial0057336, AA, 122, 28, 4.357143, ZIC, 20, 4, 5.000000, 
trial0057337, AA, 142, 28, 5.071429, ZIC, 0, 4, 0.000000, 
trial0057338, AA, 99, 28, 3.535714, ZIC, 16, 4, 4.000000, 
trial0057339, AA, 111, 28, 3.964286, ZIC, 34, 4, 8.500000, 
trial0057340, AA, 110, 28, 3.928571, ZIC, 23, 4, 5.750000, 
trial0057341, AA, 104, 28, 3.714286, ZIC, 31, 4, 7.750000, 
trial0057342, AA, 93, 28, 3.321429, ZIC, 33, 4, 8.250000, 
trial0057343, AA, 96, 28, 3.428571, ZIC, 9, 4, 2.250000, 
trial0057344, AA, 114, 28, 4.071429, ZIC, 14, 4, 3.500000, 
trial0057345, AA, 0, 28, 0.000000, ZIC, 31, 4, 7.750000, 
trial0057346, AA, 108, 28, 3.857143, ZIC, 23, 4, 5.750000, 
trial0057347, AA, 117, 28, 4.178571, ZIC, 19, 4, 4.750000, 
trial0057348, AA, 91, 28, 3.250000, ZIC, 40, 4, 10.000000, 
trial0057349, AA, 129, 28, 4.607143, ZIC, 13, 4, 3.250000, 
trial0057350, AA, 95, 28, 3.392857, ZIC, 22, 4, 5.500000, 
trial0057351, AA, 125, 28, 4.464286, ZIC, 15, 4, 3.750000, 
trial0057352, AA, 115, 28, 4.107143, ZIC, 19, 4, 4.750000, 
trial0057353, AA, 90, 28, 3.214286, ZIC, 7, 4, 1.750000, 
trial0057354, AA, 112, 28, 4.000000, ZIC, 7, 4, 1.750000, 
trial0057355, AA, 118, 28, 4.214286, ZIC, 13, 4, 3.250000, 
trial0057356, AA, 126, 28, 4.500000, ZIC, 16, 4, 4.000000, 
trial0057357, AA, 129, 28, 4.607143, ZIC, 8, 4, 2.000000, 
trial0057358, AA, 115, 28, 4.107143, ZIC, 16, 4, 4.000000, 
trial0057359, AA, 104, 28, 3.714286, ZIC, 29, 4, 7.250000, 
trial0057360, AA, 110, 28, 3.928571, ZIC, 30, 4, 7.500000, 
trial0057361, AA, 230, 28, 8.214286, ZIC, 38, 4, 9.500000, 
trial0057362, AA, 199, 28, 7.107143, ZIC, 69, 4, 17.250000, 
trial0057363, AA, 189, 28, 6.750000, ZIC, 62, 4, 15.500000, 
trial0057364, AA, 192, 28, 6.857143, ZIC, 46, 4, 11.500000, 
trial0057365, AA, 184, 28, 6.571429, ZIC, 84, 4, 21.000000, 
trial0057366, AA, 251, 28, 8.964286, ZIC, 0, 4, 0.000000, 
trial0057367, AA, 243, 28, 8.678571, ZIC, 8, 4, 2.000000, 
trial0057368, AA, 246, 28, 8.785714, ZIC, 18, 4, 4.500000, 
trial0057369, AA, 196, 28, 7.000000, ZIC, 77, 4, 19.250000, 
trial0057370, AA, 235, 28, 8.392857, ZIC, 3, 4, 0.750000, 
trial0057371, AA, 241, 28, 8.607143, ZIC, 14, 4, 3.500000, 
trial0057372, AA, 169, 28, 6.035714, ZIC, 82, 4, 20.500000, 
trial0057373, AA, 226, 28, 8.071429, ZIC, 34, 4, 8.500000, 
trial0057374, AA, 217, 28, 7.750000, ZIC, 56, 4, 14.000000, 
trial0057375, AA, 247, 28, 8.821429, ZIC, 17, 4, 4.250000, 
trial0057376, AA, 245, 28, 8.750000, ZIC, 10, 4, 2.500000, 
trial0057377, AA, 176, 28, 6.285714, ZIC, 88, 4, 22.000000, 
trial0057378, AA, 209, 28, 7.464286, ZIC, 46, 4, 11.500000, 
trial0057379, AA, 178, 28, 6.357143, ZIC, 85, 4, 21.250000, 
trial0057380, AA, 207, 28, 7.392857, ZIC, 31, 4, 7.750000, 
trial0057381, AA, 218, 28, 7.785714, ZIC, 46, 4, 11.500000, 
trial0057382, AA, 201, 28, 7.178571, ZIC, 41, 4, 10.250000, 
trial0057383, AA, 239, 28, 8.535714, ZIC, 12, 4, 3.000000, 
trial0057384, AA, 198, 28, 7.071429, ZIC, 23, 4, 5.750000, 
trial0057385, AA, 246, 28, 8.785714, ZIC, 27, 4, 6.750000, 
trial0057386, AA, 197, 28, 7.035714, ZIC, 54, 4, 13.500000, 
trial0057387, AA, 190, 28, 6.785714, ZIC, 78, 4, 19.500000, 
trial0057388, AA, 195, 28, 6.964286, ZIC, 52, 4, 13.000000, 
trial0057389, AA, 203, 28, 7.250000, ZIC, 52, 4, 13.000000, 
trial0057390, AA, 193, 28, 6.892857, ZIC, 62, 4, 15.500000, 
trial0057391, AA, 463, 28, 16.535714, ZIC, 113, 4, 28.250000, 
trial0057392, AA, 453, 28, 16.178571, ZIC, 123, 4, 30.750000, 
trial0057393, AA, 451, 28, 16.107143, ZIC, 107, 4, 26.750000, 
trial0057394, AA, 483, 28, 17.250000, ZIC, 84, 4, 21.000000, 
trial0057395, AA, 496, 28, 17.714286, ZIC, 62, 4, 15.500000, 
trial0057396, AA, 531, 28, 18.964286, ZIC, 36, 4, 9.000000, 
trial0057397, AA, 471, 28, 16.821429, ZIC, 69, 4, 17.250000, 
trial0057398, AA, 444, 28, 15.857143, ZIC, 105, 4, 26.250000, 
trial0057399, AA, 393, 28, 14.035714, ZIC, 147, 4, 36.750000, 
trial0057400, AA, 558, 28, 19.928571, ZIC, 0, 4, 0.000000, 
trial0057401, AA, 563, 28, 20.107143, ZIC, 4, 4, 1.000000, 
trial0057402, AA, 466, 28, 16.642857, ZIC, 110, 4, 27.500000, 
trial0057403, AA, 442, 28, 15.785714, ZIC, 134, 4, 33.500000, 
trial0057404, AA, 576, 28, 20.571429, ZIC, 0, 4, 0.000000, 
trial0057405, AA, 523, 28, 18.678571, ZIC, 26, 4, 6.500000, 
trial0057406, AA, 493, 28, 17.607143, ZIC, 74, 4, 18.500000, 
trial0057407, AA, 482, 28, 17.214286, ZIC, 76, 4, 19.000000, 
trial0057408, AA, 483, 28, 17.250000, ZIC, 39, 4, 9.750000, 
trial0057409, AA, 495, 28, 17.678571, ZIC, 81, 4, 20.250000, 
trial0057410, AA, 509, 28, 18.178571, ZIC, 49, 4, 12.250000, 
trial0057411, AA, 500, 28, 17.857143, ZIC, 49, 4, 12.250000, 
trial0057412, AA, 496, 28, 17.714286, ZIC, 71, 4, 17.750000, 
trial0057413, AA, 517, 28, 18.464286, ZIC, 50, 4, 12.500000, 
trial0057414, AA, 497, 28, 17.750000, ZIC, 70, 4, 17.500000, 
trial0057415, AA, 558, 28, 19.928571, ZIC, 9, 4, 2.250000, 
trial0057416, AA, 487, 28, 17.392857, ZIC, 71, 4, 17.750000, 
trial0057417, AA, 551, 28, 19.678571, ZIC, 25, 4, 6.250000, 
trial0057418, AA, 522, 28, 18.642857, ZIC, 0, 4, 0.000000, 
