trial0051001, AA, 49, 10, 4.900000, ZIC, 13, 2, 6.500000, ZIP, 79, 20, 3.950000, 
trial0051002, AA, 42, 10, 4.200000, ZIC, 5, 2, 2.500000, ZIP, 33, 20, 1.650000, 
trial0051003, AA, 55, 10, 5.500000, ZIC, 14, 2, 7.000000, ZIP, 81, 20, 4.050000, 
trial0051004, AA, 51, 10, 5.100000, ZIC, 5, 2, 2.500000, ZIP, 43, 20, 2.150000, 
trial0051005, AA, 52, 10, 5.200000, ZIC, 15, 2, 7.500000, ZIP, 55, 20, 2.750000, 
trial0051006, AA, 51, 10, 5.100000, ZIC, 0, 2, 0.000000, ZIP, 81, 20, 4.050000, 
trial0051007, AA, 74, 10, 7.400000, ZIC, 0, 2, 0.000000, ZIP, 31, 20, 1.550000, 
trial0051008, AA, 0, 10, 0.000000, ZIC, 15, 2, 7.500000, ZIP, 52, 20, 2.600000, 
trial0051009, AA, 17, 10, 1.700000, ZIC, 0, 2, 0.000000, ZIP, 55, 20, 2.750000, 
trial0051010, AA, 48, 10, 4.800000, ZIC, 16, 2, 8.000000, ZIP, 61, 20, 3.050000, 
trial0051011, AA, 67, 10, 6.700000, ZIC, 0, 2, 0.000000, ZIP, 50, 20, 2.500000, 
trial0051012, AA, 28, 10, 2.800000, ZIC, 0, 2, 0.000000, ZIP, 81, 20, 4.050000, 
trial0051013, AA, 42, 10, 4.200000, ZIC, 20, 2, 10.000000, ZIP, 76, 20, 3.800000, 
trial0051014, AA, 0, 10, 0.000000, ZIC, 0, 2, 0.000000, ZIP, 24, 20, 1.200000, 
trial0051015, AA, 22, 10, 2.200000, ZIC, 23, 2, 11.500000, ZIP, 100, 20, 5.000000, 
trial0051016, AA, 43, 10, 4.300000, ZIC, 0, 2, 0.000000, ZIP, 38, 20, 1.900000, 
trial0051017, AA, 26, 10, 2.600000, ZIC, 13, 2, 6.500000, ZIP, 78, 20, 3.900000, 
trial0051018, AA, 0, 10, 0.000000, ZIC, 0, 2, 0.000000, ZIP, 39, 20, 1.950000, 
trial0051019, AA, 0, 10, 0.000000, ZIC, 0, 2, 0.000000, ZIP, 28, 20, 1.400000, 
trial0051020, AA, 39, 10, 3.900000, ZIC, 0, 2, 0.000000, ZIP, 60, 20, 3.000000, 
trial0051021, AA, 43, 10, 4.300000, ZIC, 23, 2, 11.500000, ZIP, 48, 20, 2.400000, 
trial0051022, AA, 54, 10, 5.400000, ZIC, 0, 2, 0.000000, ZIP, 37, 20, 1.850000, 
trial0051023, AA, 45, 10, 4.500000, ZIC, 0, 2, 0.000000, ZIP, 90, 20, 4.500000, 
trial0051024, AA, 37, 10, 3.700000, ZIC, 0, 2, 0.000000, ZIP, 103, 20, 5.150000, 
trial0051025, AA, 50, 10, 5.000000, ZIC, 28, 2, 14.000000, ZIP, 56, 20, 2.800000, 
trial0051026, AA, 64, 10, 6.400000, ZIC, 20, 2, 10.000000, ZIP, 54, 20, 2.700000, 
trial0051027, AA, 48, 10, 4.800000, ZIC, 0, 2, 0.000000, ZIP, 55, 20, 2.750000, 
trial0051028, AA, 6, 10, 0.600000, ZIC, 0, 2, 0.000000, ZIP, 38, 20, 1.900000, 
trial0051029, AA, 7, 10, 0.700000, ZIC, 0, 2, 0.000000, ZIP, 25, 20, 1.250000, 
trial0051030, AA, 43, 10, 4.300000, ZIC, 21, 2, 10.500000, ZIP, 51, 20, 2.550000, 
trial0051031, AA, 170, 10, 17.000000, ZIC, 44, 2, 22.000000, ZIP, 214, 20, 10.700000, 
trial0051032, AA, 208, 10, 20.800000, ZIC, 18, 2, 9.000000, ZIP, 181, 20, 9.050000, 
trial0051033, AA, 235, 10, 23.500000, ZIC, 0, 2, 0.000000, ZIP, 179, 20, 8.950000, 
trial0051034, AA, 233, 10, 23.300000, ZIC, 6, 2, 3.000000, ZIP, 189, 20, 9.450000, 
trial0051035, AA, 140, 10, 14.000000, ZIC, 0, 2, 0.000000, ZIP, 239, 20, 11.950000, 
trial0051036, AA, 201, 10, 20.100000, ZIC, 20, 2, 10.000000, ZIP, 193, 20, 9.650000, 
trial0051037, AA, 180, 10, 18.000000, ZIC, 5, 2, 2.500000, ZIP, 236, 20, 11.800000, 
trial0051038, AA, 63, 10, 6.300000, ZIC, 0, 2, 0.000000, ZIP, 358, 20, 17.900000, 
trial0051039, AA, 253, 10, 25.300000, ZIC, 0, 2, 0.000000, ZIP, 140, 20, 7.000000, 
trial0051040, AA, 245, 10, 24.500000, ZIC, 39, 2, 19.500000, ZIP, 137, 20, 6.850000, 
trial0051041, AA, 113, 10, 11.300000, ZIC, 0, 2, 0.000000, ZIP, 280, 20, 14.000000, 
trial0051042, AA, 94, 10, 9.400000, ZIC, 0, 2, 0.000000, ZIP, 257, 20, 12.850000, 
trial0051043, AA, 76, 10, 7.600000, ZIC, 15, 2, 7.500000, ZIP, 323, 20, 16.150000, 
trial0051044, AA, 172, 10, 17.200000, ZIC, 90, 2, 45.000000, ZIP, 152, 20, 7.600000, 
trial0051045, AA, 109, 10, 10.900000, ZIC, 58, 2, 29.000000, ZIP, 240, 20, 12.000000, 
trial0051046, AA, 142, 10, 14.200000, ZIC, 66, 2, 33.000000, ZIP, 220, 20, 11.000000, 
trial0051047, AA, 116, 10, 11.600000, ZIC, 3, 2, 1.500000, ZIP, 288, 20, 14.400000, 
trial0051048, AA, 171, 10, 17.100000, ZIC, 37, 2, 18.500000, ZIP, 199, 20, 9.950000, 
trial0051049, AA, 153, 10, 15.300000, ZIC, 0, 2, 0.000000, ZIP, 218, 20, 10.900000, 
trial0051050, AA, 68, 10, 6.800000, ZIC, 14, 2, 7.000000, ZIP, 332, 20, 16.600000, 
trial0051051, AA, 132, 10, 13.200000, ZIC, 49, 2, 24.500000, ZIP, 240, 20, 12.000000, 
trial0051052, AA, 275, 10, 27.500000, ZIC, 0, 2, 0.000000, ZIP, 174, 20, 8.700000, 
trial0051053, AA, 120, 10, 12.000000, ZIC, 85, 2, 42.500000, ZIP, 202, 20, 10.100000, 
trial0051054, AA, 83, 10, 8.300000, ZIC, 64, 2, 32.000000, ZIP, 281, 20, 14.050000, 
trial0051055, AA, 172, 10, 17.200000, ZIC, 31, 2, 15.500000, ZIP, 211, 20, 10.550000, 
trial0051056, AA, 177, 10, 17.700000, ZIC, 12, 2, 6.000000, ZIP, 218, 20, 10.900000, 
trial0051057, AA, 173, 10, 17.300000, ZIC, 21, 2, 10.500000, ZIP, 143, 20, 7.150000, 
trial0051058, AA, 70, 10, 7.000000, ZIC, 6, 2, 3.000000, ZIP, 373, 20, 18.650000, 
trial0051059, AA, 54, 10, 5.400000, ZIC, 35, 2, 17.500000, ZIP, 346, 20, 17.300000, 
trial0051060, AA, 152, 10, 15.200000, ZIC, 65, 2, 32.500000, ZIP, 218, 20, 10.900000, 
