trial0046501, AA, 46, 16, 2.875000, GDX, 23, 16, 1.437500, 
trial0046502, AA, 30, 16, 1.875000, GDX, 44, 16, 2.750000, 
trial0046503, AA, 35, 16, 2.187500, GDX, 31, 16, 1.937500, 
trial0046504, AA, 42, 16, 2.625000, GDX, 31, 16, 1.937500, 
trial0046505, AA, 30, 16, 1.875000, GDX, 41, 16, 2.562500, 
trial0046506, AA, 39, 16, 2.437500, GDX, 34, 16, 2.125000, 
trial0046507, AA, 33, 16, 2.062500, GDX, 40, 16, 2.500000, 
trial0046508, AA, 33, 16, 2.062500, GDX, 40, 16, 2.500000, 
trial0046509, AA, 40, 16, 2.500000, GDX, 35, 16, 2.187500, 
trial0046510, AA, 24, 16, 1.500000, GDX, 52, 16, 3.250000, 
trial0046511, AA, 32, 16, 2.000000, GDX, 39, 16, 2.437500, 
trial0046512, AA, 20, 16, 1.250000, GDX, 48, 16, 3.000000, 
trial0046513, AA, 22, 16, 1.375000, GDX, 50, 16, 3.125000, 
trial0046514, AA, 31, 16, 1.937500, GDX, 43, 16, 2.687500, 
trial0046515, AA, 42, 16, 2.625000, GDX, 34, 16, 2.125000, 
trial0046516, AA, 31, 16, 1.937500, GDX, 29, 16, 1.812500, 
trial0046517, AA, 29, 16, 1.812500, GDX, 47, 16, 2.937500, 
trial0046518, AA, 31, 16, 1.937500, GDX, 40, 16, 2.500000, 
trial0046519, AA, 32, 16, 2.000000, GDX, 43, 16, 2.687500, 
trial0046520, AA, 38, 16, 2.375000, GDX, 35, 16, 2.187500, 
trial0046521, AA, 36, 16, 2.250000, GDX, 39, 16, 2.437500, 
trial0046522, AA, 17, 16, 1.062500, GDX, 52, 16, 3.250000, 
trial0046523, AA, 42, 16, 2.625000, GDX, 34, 16, 2.125000, 
trial0046524, AA, 33, 16, 2.062500, GDX, 42, 16, 2.625000, 
trial0046525, AA, 21, 16, 1.312500, GDX, 50, 16, 3.125000, 
trial0046526, AA, 46, 16, 2.875000, GDX, 29, 16, 1.812500, 
trial0046527, AA, 39, 16, 2.437500, GDX, 37, 16, 2.312500, 
trial0046528, AA, 46, 16, 2.875000, GDX, 23, 16, 1.437500, 
trial0046529, AA, 24, 16, 1.500000, GDX, 50, 16, 3.125000, 
trial0046530, AA, 21, 16, 1.312500, GDX, 47, 16, 2.937500, 
trial0046531, AA, 287, 16, 17.937500, GDX, 121, 16, 7.562500, 
trial0046532, AA, 195, 16, 12.187500, GDX, 206, 16, 12.875000, 
trial0046533, AA, 157, 16, 9.812500, GDX, 231, 16, 14.437500, 
trial0046534, AA, 170, 16, 10.625000, GDX, 123, 16, 7.687500, 
trial0046535, AA, 231, 16, 14.437500, GDX, 184, 16, 11.500000, 
trial0046536, AA, 175, 16, 10.937500, GDX, 227, 16, 14.187500, 
trial0046537, AA, 171, 16, 10.687500, GDX, 203, 16, 12.687500, 
trial0046538, AA, 157, 16, 9.812500, GDX, 224, 16, 14.000000, 
trial0046539, AA, 102, 16, 6.375000, GDX, 7, 16, 0.437500, 
trial0046540, AA, 159, 16, 9.937500, GDX, 222, 16, 13.875000, 
trial0046541, AA, 68, 16, 4.250000, GDX, 354, 16, 22.125000, 
trial0046542, AA, 165, 16, 10.312500, GDX, 243, 16, 15.187500, 
trial0046543, AA, 191, 16, 11.937500, GDX, 54, 16, 3.375000, 
