trial0058201, GDX, 154, 28, 5.500000, ZIP, 153, 4, 38.250000, 
trial0058202, GDX, 93, 28, 3.321429, ZIP, 99, 4, 24.750000, 
trial0058203, GDX, 218, 28, 7.785714, ZIP, 128, 4, 32.000000, 
trial0058204, GDX, 230, 28, 8.214286, ZIP, 84, 4, 21.000000, 
trial0058205, GDX, 315, 28, 11.250000, ZIP, 161, 4, 40.250000, 
trial0058206, GDX, 174, 28, 6.214286, ZIP, 95, 4, 23.750000, 
trial0058207, GDX, 77, 28, 2.750000, ZIP, 115, 4, 28.750000, 
trial0058208, GDX, 295, 28, 10.535714, ZIP, 89, 4, 22.250000, 
trial0058209, GDX, 252, 28, 9.000000, ZIP, 78, 4, 19.500000, 
trial0058210, GDX, 291, 28, 10.392857, ZIP, 100, 4, 25.000000, 
trial0058211, GDX, 328, 28, 11.714286, ZIP, 71, 4, 17.750000, 
trial0058212, GDX, 237, 28, 8.464286, ZIP, 107, 4, 26.750000, 
trial0058213, GDX, 261, 28, 9.321429, ZIP, 99, 4, 24.750000, 
trial0058214, GDX, 298, 28, 10.642857, ZIP, 55, 4, 13.750000, 
trial0058215, GDX, 311, 28, 11.107143, ZIP, 88, 4, 22.000000, 
trial0058216, GDX, 440, 28, 15.714286, ZIP, 51, 4, 12.750000, 
trial0058217, GDX, 173, 28, 6.178571, ZIP, 210, 4, 52.500000, 
trial0058218, GDX, 123, 28, 4.392857, ZIP, 31, 4, 7.750000, 
trial0058219, GDX, 168, 28, 6.000000, ZIP, 77, 4, 19.250000, 
trial0058220, GDX, 300, 28, 10.714286, ZIP, 99, 4, 24.750000, 
trial0058221, GDX, 207, 28, 7.392857, ZIP, 138, 4, 34.500000, 
trial0058222, GDX, 184, 28, 6.571429, ZIP, 138, 4, 34.500000, 
trial0058223, GDX, 317, 28, 11.321429, ZIP, 82, 4, 20.500000, 
trial0058224, GDX, 184, 28, 6.571429, ZIP, 62, 4, 15.500000, 
trial0058225, GDX, 184, 28, 6.571429, ZIP, 32, 4, 8.000000, 
trial0058226, GDX, 296, 28, 10.571429, ZIP, 57, 4, 14.250000, 
trial0058227, GDX, 276, 28, 9.857143, ZIP, 84, 4, 21.000000, 
trial0058228, GDX, 253, 28, 9.035714, ZIP, 84, 4, 21.000000, 
trial0058229, GDX, 288, 28, 10.285714, ZIP, 57, 4, 14.250000, 
trial0058230, GDX, 154, 28, 5.500000, ZIP, 61, 4, 15.250000, 
trial0058231, GDX, 185, 28, 6.607143, ZIP, 71, 4, 17.750000, 
trial0058232, GDX, 358, 28, 12.785714, ZIP, 102, 4, 25.500000, 
trial0058233, GDX, 256, 28, 9.142857, ZIP, 114, 4, 28.500000, 
trial0058234, GDX, 102, 28, 3.642857, ZIP, 127, 4, 31.750000, 
trial0058235, GDX, 151, 28, 5.392857, ZIP, 104, 4, 26.000000, 
trial0058236, GDX, 204, 28, 7.285714, ZIP, 61, 4, 15.250000, 
trial0058237, GDX, 309, 28, 11.035714, ZIP, 150, 4, 37.500000, 
trial0058238, GDX, 391, 28, 13.964286, ZIP, 60, 4, 15.000000, 
trial0058239, GDX, 150, 28, 5.357143, ZIP, 140, 4, 35.000000, 
trial0058240, GDX, 290, 28, 10.357143, ZIP, 179, 4, 44.750000, 
trial0058241, GDX, 187, 28, 6.678571, ZIP, 128, 4, 32.000000, 
trial0058242, GDX, 328, 28, 11.714286, ZIP, 13, 4, 3.250000, 
trial0058243, GDX, 247, 28, 8.821429, ZIP, 76, 4, 19.000000, 
trial0058244, GDX, 324, 28, 11.571429, ZIP, 153, 4, 38.250000, 
trial0058245, GDX, 323, 28, 11.535714, ZIP, 93, 4, 23.250000, 
trial0058246, GDX, 51, 28, 1.821429, ZIP, 153, 4, 38.250000, 
trial0058247, GDX, 197, 28, 7.035714, ZIP, 152, 4, 38.000000, 
trial0058248, GDX, 303, 28, 10.821429, ZIP, 123, 4, 30.750000, 
trial0058249, GDX, 218, 28, 7.785714, ZIP, 21, 4, 5.250000, 
trial0058250, GDX, 185, 28, 6.607143, ZIP, 113, 4, 28.250000, 
trial0058251, GDX, 146, 28, 5.214286, ZIP, 93, 4, 23.250000, 
trial0058252, GDX, 164, 28, 5.857143, ZIP, 194, 4, 48.500000, 
trial0058253, GDX, 154, 28, 5.500000, ZIP, 221, 4, 55.250000, 
trial0058254, GDX, 231, 28, 8.250000, ZIP, 110, 4, 27.500000, 
