trial0045301, AA, 223, 24, 9.291667, GDX, 90, 8, 11.250000, 
trial0045302, AA, 301, 24, 12.541667, GDX, 47, 8, 5.875000, 
trial0045303, AA, 327, 24, 13.625000, GDX, 45, 8, 5.625000, 
trial0045304, AA, 260, 24, 10.833333, GDX, 88, 8, 11.000000, 
trial0045305, AA, 234, 24, 9.750000, GDX, 103, 8, 12.875000, 
trial0045306, AA, 260, 24, 10.833333, GDX, 94, 8, 11.750000, 
trial0045307, AA, 273, 24, 11.375000, GDX, 76, 8, 9.500000, 
trial0045308, AA, 255, 24, 10.625000, GDX, 93, 8, 11.625000, 
trial0045309, AA, 311, 24, 12.958333, GDX, 32, 8, 4.000000, 
trial0045310, AA, 236, 24, 9.833333, GDX, 72, 8, 9.000000, 
trial0045311, AA, 233, 24, 9.708333, GDX, 104, 8, 13.000000, 
trial0045312, AA, 280, 24, 11.666667, GDX, 74, 8, 9.250000, 
trial0045313, AA, 244, 24, 10.166667, GDX, 93, 8, 11.625000, 
trial0045314, AA, 273, 24, 11.375000, GDX, 99, 8, 12.375000, 
trial0045315, AA, 308, 24, 12.833333, GDX, 35, 8, 4.375000, 
trial0045316, AA, 214, 24, 8.916667, GDX, 146, 8, 18.250000, 
trial0045317, AA, 273, 24, 11.375000, GDX, 93, 8, 11.625000, 
trial0045318, AA, 267, 24, 11.125000, GDX, 105, 8, 13.125000, 
trial0045319, AA, 233, 24, 9.708333, GDX, 110, 8, 13.750000, 
trial0045320, AA, 313, 24, 13.041667, GDX, 53, 8, 6.625000, 
trial0045321, AA, 307, 24, 12.791667, GDX, 59, 8, 7.375000, 
trial0045322, AA, 289, 24, 12.041667, GDX, 77, 8, 9.625000, 
trial0045323, AA, 232, 24, 9.666667, GDX, 128, 8, 16.000000, 
trial0045324, AA, 248, 24, 10.333333, GDX, 118, 8, 14.750000, 
trial0045325, AA, 275, 24, 11.458333, GDX, 79, 8, 9.875000, 
trial0045326, AA, 300, 24, 12.500000, GDX, 25, 8, 3.125000, 
trial0045327, AA, 288, 24, 12.000000, GDX, 60, 8, 7.500000, 
trial0045328, AA, 291, 24, 12.125000, GDX, 46, 8, 5.750000, 
trial0045329, AA, 211, 24, 8.791667, GDX, 102, 8, 12.750000, 
trial0045330, AA, 291, 24, 12.125000, GDX, 75, 8, 9.375000, 
trial0045331, AA, 380, 24, 15.833333, GDX, 47, 8, 5.875000, 
trial0045332, AA, 410, 24, 17.083333, GDX, 10, 8, 1.250000, 
trial0045333, AA, 273, 24, 11.375000, GDX, 154, 8, 19.250000, 
trial0045334, AA, 289, 24, 12.041667, GDX, 138, 8, 17.250000, 
trial0045335, AA, 365, 24, 15.208333, GDX, 62, 8, 7.750000, 
trial0045336, AA, 235, 24, 9.791667, GDX, 185, 8, 23.125000, 
trial0045337, AA, 268, 24, 11.166667, GDX, 146, 8, 18.250000, 
trial0045338, AA, 309, 24, 12.875000, GDX, 98, 8, 12.250000, 
trial0045339, AA, 298, 24, 12.416667, GDX, 76, 8, 9.500000, 
trial0045340, AA, 336, 24, 14.000000, GDX, 44, 8, 5.500000, 
trial0045341, AA, 361, 24, 15.041667, GDX, 66, 8, 8.250000, 
trial0045342, AA, 343, 24, 14.291667, GDX, 84, 8, 10.500000, 
trial0045343, AA, 302, 24, 12.583333, GDX, 92, 8, 11.500000, 
trial0045344, AA, 222, 24, 9.250000, GDX, 198, 8, 24.750000, 
trial0045345, AA, 340, 24, 14.166667, GDX, 87, 8, 10.875000, 
trial0045346, AA, 315, 24, 13.125000, GDX, 112, 8, 14.000000, 
trial0045347, AA, 318, 24, 13.250000, GDX, 89, 8, 11.125000, 
trial0045348, AA, 340, 24, 14.166667, GDX, 47, 8, 5.875000, 
trial0045349, AA, 333, 24, 13.875000, GDX, 81, 8, 10.125000, 
trial0045350, AA, 284, 24, 11.833333, GDX, 143, 8, 17.875000, 
trial0045351, AA, 250, 24, 10.416667, GDX, 150, 8, 18.750000, 
trial0045352, AA, 319, 24, 13.291667, GDX, 95, 8, 11.875000, 
trial0045353, AA, 244, 24, 10.166667, GDX, 176, 8, 22.000000, 
trial0045354, AA, 367, 24, 15.291667, GDX, 39, 8, 4.875000, 
trial0045355, AA, 313, 24, 13.041667, GDX, 107, 8, 13.375000, 
trial0045356, AA, 308, 24, 12.833333, GDX, 99, 8, 12.375000, 
trial0045357, AA, 322, 24, 13.416667, GDX, 105, 8, 13.125000, 
trial0045358, AA, 313, 24, 13.041667, GDX, 107, 8, 13.375000, 
trial0045359, AA, 298, 24, 12.416667, GDX, 116, 8, 14.500000, 
trial0045360, AA, 339, 24, 14.125000, GDX, 55, 8, 6.875000, 
trial0045361, AA, 208, 24, 8.666667, GDX, 170, 8, 21.250000, 
trial0045362, AA, 254, 24, 10.583333, GDX, 106, 8, 13.250000, 
trial0045363, AA, 292, 24, 12.166667, GDX, 86, 8, 10.750000, 
trial0045364, AA, 264, 24, 11.000000, GDX, 108, 8, 13.500000, 
trial0045365, AA, 232, 24, 9.666667, GDX, 152, 8, 19.000000, 
trial0045366, AA, 291, 24, 12.125000, GDX, 93, 8, 11.625000, 
trial0045367, AA, 345, 24, 14.375000, GDX, 27, 8, 3.375000, 
trial0045368, AA, 269, 24, 11.208333, GDX, 67, 8, 8.375000, 
trial0045369, AA, 254, 24, 10.583333, GDX, 124, 8, 15.500000, 
trial0045370, AA, 276, 24, 11.500000, GDX, 96, 8, 12.000000, 
trial0045371, AA, 220, 24, 9.166667, GDX, 152, 8, 19.000000, 
trial0045372, AA, 268, 24, 11.166667, GDX, 98, 8, 12.250000, 
trial0045373, AA, 232, 24, 9.666667, GDX, 80, 8, 10.000000, 
trial0045374, AA, 320, 24, 13.333333, GDX, 64, 8, 8.000000, 
trial0045375, AA, 318, 24, 13.250000, GDX, 66, 8, 8.250000, 
