trial0057601, AA, 19, 4, 4.750000, GDX, 392, 24, 16.333333, ZIP, 23, 4, 5.750000, 
trial0057602, AA, 73, 4, 18.250000, GDX, 234, 24, 9.750000, ZIP, 97, 4, 24.250000, 
trial0057603, AA, 0, 4, 0.000000, GDX, 283, 24, 11.791667, ZIP, 114, 4, 28.500000, 
trial0057604, AA, 95, 4, 23.750000, GDX, 227, 24, 9.458333, ZIP, 157, 4, 39.250000, 
trial0057605, AA, 0, 4, 0.000000, GDX, 154, 24, 6.416667, ZIP, 116, 4, 29.000000, 
trial0057606, AA, 15, 4, 3.750000, GDX, 352, 24, 14.666667, ZIP, 97, 4, 24.250000, 
trial0057607, AA, 103, 4, 25.750000, GDX, 317, 24, 13.208333, ZIP, 22, 4, 5.500000, 
trial0057608, AA, 19, 4, 4.750000, GDX, 112, 24, 4.666667, ZIP, 33, 4, 8.250000, 
trial0057609, AA, 60, 4, 15.000000, GDX, 30, 24, 1.250000, ZIP, 14, 4, 3.500000, 
trial0057610, AA, 8, 4, 2.000000, GDX, 241, 24, 10.041667, ZIP, 50, 4, 12.500000, 
trial0057611, AA, 75, 4, 18.750000, GDX, 199, 24, 8.291667, ZIP, 47, 4, 11.750000, 
trial0057612, AA, 0, 4, 0.000000, GDX, 138, 24, 5.750000, ZIP, 109, 4, 27.250000, 
trial0057613, AA, 0, 4, 0.000000, GDX, 329, 24, 13.708333, ZIP, 45, 4, 11.250000, 
trial0057614, AA, 15, 4, 3.750000, GDX, 390, 24, 16.250000, ZIP, 74, 4, 18.500000, 
trial0057615, AA, 15, 4, 3.750000, GDX, 172, 24, 7.166667, ZIP, 142, 4, 35.500000, 
trial0057616, AA, 30, 4, 7.500000, GDX, 266, 24, 11.083333, ZIP, 153, 4, 38.250000, 
trial0057617, AA, 0, 4, 0.000000, GDX, 225, 24, 9.375000, ZIP, 22, 4, 5.500000, 
trial0057618, AA, 4, 4, 1.000000, GDX, 235, 24, 9.791667, ZIP, 113, 4, 28.250000, 
trial0057619, AA, 165, 4, 41.250000, GDX, 212, 24, 8.833333, ZIP, 12, 4, 3.000000, 
trial0057620, AA, 39, 4, 9.750000, GDX, 344, 24, 14.333333, ZIP, 52, 4, 13.000000, 
trial0057621, AA, 8, 4, 2.000000, GDX, 387, 24, 16.125000, ZIP, 32, 4, 8.000000, 
trial0057622, AA, 39, 4, 9.750000, GDX, 316, 24, 13.166667, ZIP, 124, 4, 31.000000, 
trial0057623, AA, 82, 4, 20.500000, GDX, 187, 24, 7.791667, ZIP, 22, 4, 5.500000, 
trial0057624, AA, 158, 4, 39.500000, GDX, 68, 24, 2.833333, ZIP, 51, 4, 12.750000, 
trial0057625, AA, 15, 4, 3.750000, GDX, 292, 24, 12.166667, ZIP, 67, 4, 16.750000, 
trial0057626, AA, 25, 4, 6.250000, GDX, 257, 24, 10.708333, ZIP, 92, 4, 23.000000, 
trial0057627, AA, 126, 4, 31.500000, GDX, 196, 24, 8.166667, ZIP, 82, 4, 20.500000, 
trial0057628, AA, 24, 4, 6.000000, GDX, 298, 24, 12.416667, ZIP, 150, 4, 37.500000, 
trial0057629, AA, 1, 4, 0.250000, GDX, 382, 24, 15.916667, ZIP, 89, 4, 22.250000, 
trial0057630, AA, 4, 4, 1.000000, GDX, 280, 24, 11.666667, ZIP, 60, 4, 15.000000, 
trial0057631, AA, 4, 4, 1.000000, GDX, 124, 24, 5.166667, ZIP, 51, 4, 12.750000, 
trial0057632, AA, 38, 4, 9.500000, GDX, 21, 24, 0.875000, ZIP, 42, 4, 10.500000, 
trial0057633, AA, 5, 4, 1.250000, GDX, 126, 24, 5.250000, ZIP, 36, 4, 9.000000, 
trial0057634, AA, 5, 4, 1.250000, GDX, 62, 24, 2.583333, ZIP, 22, 4, 5.500000, 
trial0057635, AA, 6, 4, 1.500000, GDX, 126, 24, 5.250000, ZIP, 17, 4, 4.250000, 
trial0057636, AA, 0, 4, 0.000000, GDX, 94, 24, 3.916667, ZIP, 4, 4, 1.000000, 
trial0057637, AA, 0, 4, 0.000000, GDX, 77, 24, 3.208333, ZIP, 6, 4, 1.500000, 
trial0057638, AA, 0, 4, 0.000000, GDX, 104, 24, 4.333333, ZIP, 18, 4, 4.500000, 
trial0057639, AA, 27, 4, 6.750000, GDX, 108, 24, 4.500000, ZIP, 0, 4, 0.000000, 
trial0057640, AA, 0, 4, 0.000000, GDX, 42, 24, 1.750000, ZIP, 8, 4, 2.000000, 
trial0057641, AA, 0, 4, 0.000000, GDX, 110, 24, 4.583333, ZIP, 6, 4, 1.500000, 
trial0057642, AA, 0, 4, 0.000000, GDX, 29, 24, 1.208333, ZIP, 0, 4, 0.000000, 
trial0057643, AA, 0, 4, 0.000000, GDX, 54, 24, 2.250000, ZIP, 29, 4, 7.250000, 
trial0057644, AA, 3, 4, 0.750000, GDX, 89, 24, 3.708333, ZIP, 0, 4, 0.000000, 
trial0057645, AA, 6, 4, 1.500000, GDX, 85, 24, 3.541667, ZIP, 7, 4, 1.750000, 
trial0057646, AA, 0, 4, 0.000000, GDX, 93, 24, 3.875000, ZIP, 44, 4, 11.000000, 
trial0057647, AA, 6, 4, 1.500000, GDX, 113, 24, 4.708333, ZIP, 3, 4, 0.750000, 
trial0057648, AA, 3, 4, 0.750000, GDX, 106, 24, 4.416667, ZIP, 31, 4, 7.750000, 
trial0057649, AA, 0, 4, 0.000000, GDX, 98, 24, 4.083333, ZIP, 32, 4, 8.000000, 
trial0057650, AA, 0, 4, 0.000000, GDX, 110, 24, 4.583333, ZIP, 45, 4, 11.250000, 
trial0057651, AA, 0, 4, 0.000000, GDX, 77, 24, 3.208333, ZIP, 0, 4, 0.000000, 
trial0057652, AA, 0, 4, 0.000000, GDX, 106, 24, 4.416667, ZIP, 10, 4, 2.500000, 
trial0057653, AA, 12, 4, 3.000000, GDX, 106, 24, 4.416667, ZIP, 7, 4, 1.750000, 
trial0057654, AA, 24, 4, 6.000000, GDX, 30, 24, 1.250000, ZIP, 38, 4, 9.500000, 
trial0057655, AA, 43, 4, 10.750000, GDX, 100, 24, 4.166667, ZIP, 36, 4, 9.000000, 
trial0057656, AA, 0, 4, 0.000000, GDX, 134, 24, 5.583333, ZIP, 0, 4, 0.000000, 
trial0057657, AA, 39, 4, 9.750000, GDX, 105, 24, 4.375000, ZIP, 2, 4, 0.500000, 
trial0057658, AA, 7, 4, 1.750000, GDX, 59, 24, 2.458333, ZIP, 41, 4, 10.250000, 
trial0057659, AA, 26, 4, 6.500000, GDX, 39, 24, 1.625000, ZIP, 0, 4, 0.000000, 
trial0057660, AA, 0, 4, 0.000000, GDX, 129, 24, 5.375000, ZIP, 41, 4, 10.250000, 
trial0057661, AA, 8, 4, 2.000000, GDX, 334, 24, 13.916667, ZIP, 75, 4, 18.750000, 
trial0057662, AA, 200, 4, 50.000000, GDX, 41, 24, 1.708333, ZIP, 83, 4, 20.750000, 
trial0057663, AA, 16, 4, 4.000000, GDX, 309, 24, 12.875000, ZIP, 133, 4, 33.250000, 
trial0057664, AA, 9, 4, 2.250000, GDX, 191, 24, 7.958333, ZIP, 108, 4, 27.000000, 
trial0057665, AA, 16, 4, 4.000000, GDX, 381, 24, 15.875000, ZIP, 86, 4, 21.500000, 
trial0057666, AA, 18, 4, 4.500000, GDX, 190, 24, 7.916667, ZIP, 209, 4, 52.250000, 
trial0057667, AA, 21, 4, 5.250000, GDX, 321, 24, 13.375000, ZIP, 83, 4, 20.750000, 
trial0057668, AA, 5, 4, 1.250000, GDX, 178, 24, 7.416667, ZIP, 118, 4, 29.500000, 
trial0057669, AA, 82, 4, 20.500000, GDX, 217, 24, 9.041667, ZIP, 92, 4, 23.000000, 
trial0057670, AA, 0, 4, 0.000000, GDX, 175, 24, 7.291667, ZIP, 192, 4, 48.000000, 
trial0057671, AA, 8, 4, 2.000000, GDX, 321, 24, 13.375000, ZIP, 4, 4, 1.000000, 
trial0057672, AA, 0, 4, 0.000000, GDX, 88, 24, 3.666667, ZIP, 121, 4, 30.250000, 
trial0057673, AA, 0, 4, 0.000000, GDX, 108, 24, 4.500000, ZIP, 158, 4, 39.500000, 
