trial0047101, AA, 19, 12, 1.583333, GDX, 498, 20, 24.900000, 
trial0047102, AA, 0, 12, 0.000000, GDX, 252, 20, 12.600000, 
trial0047103, AA, 101, 12, 8.416667, GDX, 50, 20, 2.500000, 
trial0047104, AA, 70, 12, 5.833333, GDX, 426, 20, 21.300000, 
trial0047105, AA, 342, 12, 28.500000, GDX, 113, 20, 5.650000, 
trial0047106, AA, 233, 12, 19.416667, GDX, 254, 20, 12.700000, 
trial0047107, AA, 252, 12, 21.000000, GDX, 82, 20, 4.100000, 
trial0047108, AA, 81, 12, 6.750000, GDX, 365, 20, 18.250000, 
trial0047109, AA, 30, 12, 2.500000, GDX, 213, 20, 10.650000, 
trial0047110, AA, 309, 12, 25.750000, GDX, 289, 20, 14.450000, 
trial0047111, AA, 297, 12, 24.750000, GDX, 331, 20, 16.550000, 
trial0047112, AA, 192, 12, 16.000000, GDX, 280, 20, 14.000000, 
trial0047113, AA, 87, 12, 7.250000, GDX, 34, 20, 1.700000, 
trial0047114, AA, 14, 12, 1.166667, GDX, 391, 20, 19.550000, 
trial0047115, AA, 232, 12, 19.333333, GDX, 0, 20, 0.000000, 
trial0047116, AA, 127, 12, 10.583333, GDX, 246, 20, 12.300000, 
trial0047117, AA, 12, 12, 1.000000, GDX, 403, 20, 20.150000, 
trial0047118, AA, 259, 12, 21.583333, GDX, 359, 20, 17.950000, 
trial0047119, AA, 183, 12, 15.250000, GDX, 414, 20, 20.700000, 
trial0047120, AA, 0, 12, 0.000000, GDX, 80, 20, 4.000000, 
trial0047121, AA, 293, 12, 24.416667, GDX, 263, 20, 13.150000, 
trial0047122, AA, 154, 12, 12.833333, GDX, 443, 20, 22.150000, 
trial0047123, AA, 78, 12, 6.500000, GDX, 165, 20, 8.250000, 
trial0047124, AA, 93, 12, 7.750000, GDX, 454, 20, 22.700000, 
trial0047125, AA, 225, 12, 18.750000, GDX, 240, 20, 12.000000, 
trial0047126, AA, 29, 12, 2.416667, GDX, 396, 20, 19.800000, 
trial0047127, AA, 238, 12, 19.833333, GDX, 75, 20, 3.750000, 
trial0047128, AA, 97, 12, 8.083333, GDX, 430, 20, 21.500000, 
trial0047129, AA, 92, 12, 7.666667, GDX, 333, 20, 16.650000, 
trial0047130, AA, 201, 12, 16.750000, GDX, 162, 20, 8.100000, 
trial0047131, AA, 114, 12, 9.500000, GDX, 465, 20, 23.250000, 
trial0047132, AA, 232, 12, 19.333333, GDX, 227, 20, 11.350000, 
trial0047133, AA, 52, 12, 4.333333, GDX, 316, 20, 15.800000, 
trial0047134, AA, 278, 12, 23.166667, GDX, 236, 20, 11.800000, 
trial0047135, AA, 16, 12, 1.333333, GDX, 435, 20, 21.750000, 
trial0047136, AA, 118, 12, 9.833333, GDX, 406, 20, 20.300000, 
trial0047137, AA, 79, 12, 6.583333, GDX, 500, 20, 25.000000, 
trial0047138, AA, 190, 12, 15.833333, GDX, 361, 20, 18.050000, 
trial0047139, AA, 55, 12, 4.583333, GDX, 432, 20, 21.600000, 
trial0047140, AA, 70, 12, 5.833333, GDX, 316, 20, 15.800000, 
trial0047141, AA, 70, 12, 5.833333, GDX, 270, 20, 13.500000, 
trial0047142, AA, 168, 12, 14.000000, GDX, 374, 20, 18.700000, 
trial0047143, AA, 196, 12, 16.333333, GDX, 145, 20, 7.250000, 
trial0047144, AA, 130, 12, 10.833333, GDX, 201, 20, 10.050000, 
trial0047145, AA, 193, 12, 16.083333, GDX, 303, 20, 15.150000, 
trial0047146, AA, 146, 12, 12.166667, GDX, 296, 20, 14.800000, 
trial0047147, AA, 191, 12, 15.916667, GDX, 397, 20, 19.850000, 
trial0047148, AA, 138, 12, 11.500000, GDX, 83, 20, 4.150000, 
trial0047149, AA, 110, 12, 9.166667, GDX, 18, 20, 0.900000, 
trial0047150, AA, 131, 12, 10.916667, GDX, 329, 20, 16.450000, 
trial0047151, AA, 203, 12, 16.916667, GDX, 321, 20, 16.050000, 
trial0047152, AA, 12, 12, 1.000000, GDX, 383, 20, 19.150000, 
trial0047153, AA, 158, 12, 13.166667, GDX, 347, 20, 17.350000, 
trial0047154, AA, 109, 12, 9.083333, GDX, 342, 20, 17.100000, 
trial0047155, AA, 214, 12, 17.833333, GDX, 300, 20, 15.000000, 
trial0047156, AA, 138, 12, 11.500000, GDX, 441, 20, 22.050000, 
trial0047157, AA, 329, 12, 27.416667, GDX, 139, 20, 6.950000, 
trial0047158, AA, 230, 12, 19.166667, GDX, 284, 20, 14.200000, 
trial0047159, AA, 130, 12, 10.833333, GDX, 348, 20, 17.400000, 
trial0047160, AA, 210, 12, 17.500000, GDX, 277, 20, 13.850000, 
trial0047161, AA, 88, 12, 7.333333, GDX, 278, 20, 13.900000, 
trial0047162, AA, 121, 12, 10.083333, GDX, 227, 20, 11.350000, 
trial0047163, AA, 186, 12, 15.500000, GDX, 198, 20, 9.900000, 
trial0047164, AA, 86, 12, 7.166667, GDX, 76, 20, 3.800000, 
trial0047165, AA, 151, 12, 12.583333, GDX, 209, 20, 10.450000, 
trial0047166, AA, 152, 12, 12.666667, GDX, 184, 20, 9.200000, 
trial0047167, AA, 140, 12, 11.666667, GDX, 184, 20, 9.200000, 
trial0047168, AA, 133, 12, 11.083333, GDX, 221, 20, 11.050000, 
trial0047169, AA, 186, 12, 15.500000, GDX, 168, 20, 8.400000, 
trial0047170, AA, 30, 12, 2.500000, GDX, 300, 20, 15.000000, 
trial0047171, AA, 140, 12, 11.666667, GDX, 226, 20, 11.300000, 
trial0047172, AA, 7, 12, 0.583333, GDX, 269, 20, 13.450000, 
trial0047173, AA, 103, 12, 8.583333, GDX, 215, 20, 10.750000, 
trial0047174, AA, 108, 12, 9.000000, GDX, 246, 20, 12.300000, 
trial0047175, AA, 34, 12, 2.833333, GDX, 242, 20, 12.100000, 
trial0047176, AA, 157, 12, 13.083333, GDX, 197, 20, 9.850000, 
trial0047177, AA, 186, 12, 15.500000, GDX, 186, 20, 9.300000, 
trial0047178, AA, 161, 12, 13.416667, GDX, 145, 20, 7.250000, 
trial0047179, AA, 188, 12, 15.666667, GDX, 190, 20, 9.500000, 
trial0047180, AA, 108, 12, 9.000000, GDX, 204, 20, 10.200000, 
trial0047181, AA, 12, 12, 1.000000, GDX, 276, 20, 13.800000, 
trial0047182, AA, 106, 12, 8.833333, GDX, 272, 20, 13.600000, 
trial0047183, AA, 126, 12, 10.500000, GDX, 120, 20, 6.000000, 
trial0047184, AA, 247, 12, 20.583333, GDX, 77, 20, 3.850000, 
trial0047185, AA, 88, 12, 7.333333, GDX, 236, 20, 11.800000, 
trial0047186, AA, 142, 12, 11.833333, GDX, 224, 20, 11.200000, 
trial0047187, AA, 187, 12, 15.583333, GDX, 185, 20, 9.250000, 
trial0047188, AA, 116, 12, 9.666667, GDX, 238, 20, 11.900000, 
trial0047189, AA, 171, 12, 14.250000, GDX, 207, 20, 10.350000, 
trial0047190, AA, 48, 12, 4.000000, GDX, 318, 20, 15.900000, 
trial0047191, AA, 329, 12, 27.416667, GDX, 332, 20, 16.600000, 
trial0047192, AA, 435, 12, 36.250000, GDX, 29, 20, 1.450000, 
trial0047193, AA, 54, 12, 4.500000, GDX, 556, 20, 27.800000, 
trial0047194, AA, 187, 12, 15.583333, GDX, 402, 20, 20.100000, 
trial0047195, AA, 398, 12, 33.166667, GDX, 201, 20, 10.050000, 
trial0047196, AA, 184, 12, 15.333333, GDX, 415, 20, 20.750000, 
trial0047197, AA, 368, 12, 30.666667, GDX, 252, 20, 12.600000, 
trial0047198, AA, 132, 12, 11.000000, GDX, 385, 20, 19.250000, 
trial0047199, AA, 452, 12, 37.666667, GDX, 168, 20, 8.400000, 
trial0047200, AA, 328, 12, 27.333333, GDX, 271, 20, 13.550000, 
trial0047201, AA, 228, 12, 19.000000, GDX, 41, 20, 2.050000, 
trial0047202, AA, 384, 12, 32.000000, GDX, 50, 20, 2.500000, 
trial0047203, AA, 233, 12, 19.416667, GDX, 304, 20, 15.200000, 
trial0047204, AA, 93, 12, 7.750000, GDX, 558, 20, 27.900000, 
trial0047205, AA, 209, 12, 17.416667, GDX, 287, 20, 14.350000, 
trial0047206, AA, 176, 12, 14.666667, GDX, 475, 20, 23.750000, 
trial0047207, AA, 247, 12, 20.583333, GDX, 352, 20, 17.600000, 
trial0047208, AA, 173, 12, 14.416667, GDX, 436, 20, 21.800000, 
trial0047209, AA, 308, 12, 25.666667, GDX, 12, 20, 0.600000, 
trial0047210, AA, 322, 12, 26.833333, GDX, 329, 20, 16.450000, 
trial0047211, AA, 60, 12, 5.000000, GDX, 539, 20, 26.950000, 
trial0047212, AA, 206, 12, 17.166667, GDX, 445, 20, 22.250000, 
trial0047213, AA, 173, 12, 14.416667, GDX, 447, 20, 22.350000, 
trial0047214, AA, 287, 12, 23.916667, GDX, 291, 20, 14.550000, 
trial0047215, AA, 361, 12, 30.083333, GDX, 62, 20, 3.100000, 
trial0047216, AA, 174, 12, 14.500000, GDX, 436, 20, 21.800000, 
trial0047217, AA, 226, 12, 18.833333, GDX, 435, 20, 21.750000, 
trial0047218, AA, 316, 12, 26.333333, GDX, 150, 20, 7.500000, 
trial0047219, AA, 182, 12, 15.166667, GDX, 407, 20, 20.350000, 
trial0047220, AA, 270, 12, 22.500000, GDX, 268, 20, 13.400000, 
trial0047221, AA, 6, 12, 0.500000, GDX, 76, 20, 3.800000, 
trial0047222, AA, 30, 12, 2.500000, GDX, 68, 20, 3.400000, 
trial0047223, AA, 37, 12, 3.083333, GDX, 63, 20, 3.150000, 
trial0047224, AA, 26, 12, 2.166667, GDX, 50, 20, 2.500000, 
trial0047225, AA, 18, 12, 1.500000, GDX, 108, 20, 5.400000, 
trial0047226, AA, 23, 12, 1.916667, GDX, 67, 20, 3.350000, 
trial0047227, AA, 23, 12, 1.916667, GDX, 97, 20, 4.850000, 
trial0047228, AA, 39, 12, 3.250000, GDX, 81, 20, 4.050000, 
trial0047229, AA, 72, 12, 6.000000, GDX, 42, 20, 2.100000, 
trial0047230, AA, 37, 12, 3.083333, GDX, 89, 20, 4.450000, 
trial0047231, AA, 17, 12, 1.416667, GDX, 89, 20, 4.450000, 
