trial0053701, GDX, 10, 30, 0.333333, ZIP, 35, 2, 17.500000, 
trial0053702, GDX, 63, 30, 2.100000, ZIP, 0, 2, 0.000000, 
trial0053703, GDX, 54, 30, 1.800000, ZIP, 0, 2, 0.000000, 
trial0053704, GDX, 79, 30, 2.633333, ZIP, 23, 2, 11.500000, 
trial0053705, GDX, 61, 30, 2.033333, ZIP, 11, 2, 5.500000, 
trial0053706, GDX, 100, 30, 3.333333, ZIP, 0, 2, 0.000000, 
trial0053707, GDX, 97, 30, 3.233333, ZIP, 24, 2, 12.000000, 
trial0053708, GDX, 85, 30, 2.833333, ZIP, 0, 2, 0.000000, 
trial0053709, GDX, 104, 30, 3.466667, ZIP, 17, 2, 8.500000, 
trial0053710, GDX, 77, 30, 2.566667, ZIP, 19, 2, 9.500000, 
trial0053711, GDX, 68, 30, 2.266667, ZIP, 0, 2, 0.000000, 
trial0053712, GDX, 113, 30, 3.766667, ZIP, 3, 2, 1.500000, 
trial0053713, GDX, 81, 30, 2.700000, ZIP, 17, 2, 8.500000, 
trial0053714, GDX, 79, 30, 2.633333, ZIP, 37, 2, 18.500000, 
trial0053715, GDX, 56, 30, 1.866667, ZIP, 25, 2, 12.500000, 
trial0053716, GDX, 38, 30, 1.266667, ZIP, 36, 2, 18.000000, 
trial0053717, GDX, 60, 30, 2.000000, ZIP, 26, 2, 13.000000, 
trial0053718, GDX, 68, 30, 2.266667, ZIP, 0, 2, 0.000000, 
trial0053719, GDX, 44, 30, 1.466667, ZIP, 33, 2, 16.500000, 
trial0053720, GDX, 68, 30, 2.266667, ZIP, 0, 2, 0.000000, 
trial0053721, GDX, 86, 30, 2.866667, ZIP, 31, 2, 15.500000, 
trial0053722, GDX, 65, 30, 2.166667, ZIP, 35, 2, 17.500000, 
trial0053723, GDX, 59, 30, 1.966667, ZIP, 16, 2, 8.000000, 
trial0053724, GDX, 65, 30, 2.166667, ZIP, 19, 2, 9.500000, 
trial0053725, GDX, 28, 30, 0.933333, ZIP, 35, 2, 17.500000, 
trial0053726, GDX, 38, 30, 1.266667, ZIP, 32, 2, 16.000000, 
trial0053727, GDX, 100, 30, 3.333333, ZIP, 0, 2, 0.000000, 
trial0053728, GDX, 34, 30, 1.133333, ZIP, 0, 2, 0.000000, 
trial0053729, GDX, 56, 30, 1.866667, ZIP, 0, 2, 0.000000, 
trial0053730, GDX, 96, 30, 3.200000, ZIP, 0, 2, 0.000000, 
trial0053731, GDX, 63, 30, 2.100000, ZIP, 137, 2, 68.500000, 
trial0053732, GDX, 203, 30, 6.766667, ZIP, 15, 2, 7.500000, 
trial0053733, GDX, 136, 30, 4.533333, ZIP, 36, 2, 18.000000, 
trial0053734, GDX, 129, 30, 4.300000, ZIP, 17, 2, 8.500000, 
trial0053735, GDX, 182, 30, 6.066667, ZIP, 36, 2, 18.000000, 
trial0053736, GDX, 128, 30, 4.266667, ZIP, 91, 2, 45.500000, 
trial0053737, GDX, 54, 30, 1.800000, ZIP, 137, 2, 68.500000, 
trial0053738, GDX, 164, 30, 5.466667, ZIP, 54, 2, 27.000000, 
