trial0045001, AA, 470, 26, 18.076923, GDX, 23, 6, 3.833333, 
trial0045002, AA, 457, 26, 17.576923, GDX, 69, 6, 11.500000, 
trial0045003, AA, 539, 26, 20.730769, GDX, 4, 6, 0.666667, 
trial0045004, AA, 437, 26, 16.807692, GDX, 89, 6, 14.833333, 
trial0045005, AA, 491, 26, 18.884615, GDX, 35, 6, 5.833333, 
trial0045006, AA, 472, 26, 18.153846, GDX, 12, 6, 2.000000, 
trial0045007, AA, 448, 26, 17.230769, GDX, 87, 6, 14.500000, 
trial0045008, AA, 446, 26, 17.153846, GDX, 89, 6, 14.833333, 
trial0045009, AA, 377, 26, 14.500000, GDX, 158, 6, 26.333333, 
trial0045010, AA, 475, 26, 18.269231, GDX, 9, 6, 1.500000, 
trial0045011, AA, 492, 26, 18.923077, GDX, 0, 6, 0.000000, 
trial0045012, AA, 491, 26, 18.884615, GDX, 44, 6, 7.333333, 
trial0045013, AA, 425, 26, 16.346154, GDX, 118, 6, 19.666667, 
trial0045014, AA, 471, 26, 18.115385, GDX, 64, 6, 10.666667, 
trial0045015, AA, 448, 26, 17.230769, GDX, 78, 6, 13.000000, 
trial0045016, AA, 493, 26, 18.961538, GDX, 33, 6, 5.500000, 
trial0045017, AA, 464, 26, 17.846154, GDX, 45, 6, 7.500000, 
trial0045018, AA, 396, 26, 15.230769, GDX, 105, 6, 17.500000, 
trial0045019, AA, 498, 26, 19.153846, GDX, 37, 6, 6.166667, 
trial0045020, AA, 426, 26, 16.384615, GDX, 92, 6, 15.333333, 
trial0045021, AA, 501, 26, 19.269231, GDX, 42, 6, 7.000000, 
trial0045022, AA, 477, 26, 18.346154, GDX, 58, 6, 9.666667, 
trial0045023, AA, 425, 26, 16.346154, GDX, 84, 6, 14.000000, 
trial0045024, AA, 316, 26, 12.153846, GDX, 219, 6, 36.500000, 
trial0045025, AA, 483, 26, 18.576923, GDX, 60, 6, 10.000000, 
trial0045026, AA, 381, 26, 14.653846, GDX, 162, 6, 27.000000, 
trial0045027, AA, 518, 26, 19.923077, GDX, 25, 6, 4.166667, 
trial0045028, AA, 441, 26, 16.961538, GDX, 85, 6, 14.166667, 
trial0045029, AA, 365, 26, 14.038462, GDX, 135, 6, 22.500000, 
trial0045030, AA, 535, 26, 20.576923, GDX, 0, 6, 0.000000, 
trial0045031, AA, 312, 26, 12.000000, GDX, 7, 6, 1.166667, 
trial0045032, AA, 239, 26, 9.192308, GDX, 75, 6, 12.500000, 
trial0045033, AA, 277, 26, 10.653846, GDX, 12, 6, 2.000000, 
trial0045034, AA, 210, 26, 8.076923, GDX, 89, 6, 14.833333, 
trial0045035, AA, 286, 26, 11.000000, GDX, 28, 6, 4.666667, 
trial0045036, AA, 253, 26, 9.730769, GDX, 51, 6, 8.500000, 
trial0045037, AA, 285, 26, 10.961538, GDX, 29, 6, 4.833333, 
trial0045038, AA, 154, 26, 5.923077, GDX, 160, 6, 26.666667, 
trial0045039, AA, 217, 26, 8.346154, GDX, 92, 6, 15.333333, 
trial0045040, AA, 182, 26, 7.000000, GDX, 92, 6, 15.333333, 
trial0045041, AA, 265, 26, 10.192308, GDX, 54, 6, 9.000000, 
trial0045042, AA, 240, 26, 9.230769, GDX, 69, 6, 11.500000, 
trial0045043, AA, 297, 26, 11.423077, GDX, 22, 6, 3.666667, 
trial0045044, AA, 304, 26, 11.692308, GDX, 0, 6, 0.000000, 
trial0045045, AA, 204, 26, 7.846154, GDX, 115, 6, 19.166667, 
trial0045046, AA, 252, 26, 9.692308, GDX, 62, 6, 10.333333, 
trial0045047, AA, 262, 26, 10.076923, GDX, 47, 6, 7.833333, 
trial0045048, AA, 268, 26, 10.307692, GDX, 41, 6, 6.833333, 
trial0045049, AA, 273, 26, 10.500000, GDX, 41, 6, 6.833333, 
trial0045050, AA, 225, 26, 8.653846, GDX, 74, 6, 12.333333, 
trial0045051, AA, 236, 26, 9.076923, GDX, 73, 6, 12.166667, 
trial0045052, AA, 285, 26, 10.961538, GDX, 9, 6, 1.500000, 
trial0045053, AA, 232, 26, 8.923077, GDX, 77, 6, 12.833333, 
trial0045054, AA, 261, 26, 10.038462, GDX, 43, 6, 7.166667, 
trial0045055, AA, 270, 26, 10.384615, GDX, 34, 6, 5.666667, 
trial0045056, AA, 280, 26, 10.769231, GDX, 39, 6, 6.500000, 
trial0045057, AA, 270, 26, 10.384615, GDX, 39, 6, 6.500000, 
trial0045058, AA, 235, 26, 9.038462, GDX, 74, 6, 12.333333, 
trial0045059, AA, 254, 26, 9.769231, GDX, 55, 6, 9.166667, 
trial0045060, AA, 280, 26, 10.769231, GDX, 39, 6, 6.500000, 
trial0045061, AA, 101, 26, 3.884615, GDX, 13, 6, 2.166667, 
