trial0048301, AA, 0, 4, 0.000000, GDX, 0, 28, 0.000000, 
trial0048302, AA, 0, 4, 0.000000, GDX, 87, 28, 3.107143, 
trial0048303, AA, 0, 4, 0.000000, GDX, 87, 28, 3.107143, 
trial0048304, AA, 0, 4, 0.000000, GDX, 0, 28, 0.000000, 
trial0048305, AA, 0, 4, 0.000000, GDX, 54, 28, 1.928571, 
trial0048306, AA, 0, 4, 0.000000, GDX, 3, 28, 0.107143, 
trial0048307, AA, 0, 4, 0.000000, GDX, 84, 28, 3.000000, 
trial0048308, AA, 0, 4, 0.000000, GDX, 24, 28, 0.857143, 
trial0048309, AA, 0, 4, 0.000000, GDX, 6, 28, 0.214286, 
trial0048310, AA, 45, 4, 11.250000, GDX, 39, 28, 1.392857, 
trial0048311, AA, 24, 4, 6.000000, GDX, 0, 28, 0.000000, 
trial0048312, AA, 0, 4, 0.000000, GDX, 6, 28, 0.214286, 
trial0048313, AA, 0, 4, 0.000000, GDX, 54, 28, 1.928571, 
trial0048314, AA, 0, 4, 0.000000, GDX, 63, 28, 2.250000, 
trial0048315, AA, 0, 4, 0.000000, GDX, 78, 28, 2.785714, 
trial0048316, AA, 3, 4, 0.750000, GDX, 3, 28, 0.107143, 
trial0048317, AA, 0, 4, 0.000000, GDX, 108, 28, 3.857143, 
trial0048318, AA, 4, 4, 1.000000, GDX, 104, 28, 3.714286, 
trial0048319, AA, 0, 4, 0.000000, GDX, 87, 28, 3.107143, 
trial0048320, AA, 4, 4, 1.000000, GDX, 71, 28, 2.535714, 
trial0048321, AA, 0, 4, 0.000000, GDX, 75, 28, 2.678571, 
trial0048322, AA, 0, 4, 0.000000, GDX, 90, 28, 3.214286, 
trial0048323, AA, 0, 4, 0.000000, GDX, 87, 28, 3.107143, 
trial0048324, AA, 0, 4, 0.000000, GDX, 42, 28, 1.500000, 
trial0048325, AA, 0, 4, 0.000000, GDX, 48, 28, 1.714286, 
trial0048326, AA, 4, 4, 1.000000, GDX, 119, 28, 4.250000, 
trial0048327, AA, 0, 4, 0.000000, GDX, 60, 28, 2.142857, 
trial0048328, AA, 0, 4, 0.000000, GDX, 78, 28, 2.785714, 
