trial0053101, GDX, 154, 10, 15.400000, ZIC, 66, 10, 6.600000, ZIP, 301, 12, 25.083333, 
trial0053102, GDX, 74, 10, 7.400000, ZIC, 155, 10, 15.500000, ZIP, 276, 12, 23.000000, 
trial0053103, GDX, 165, 10, 16.500000, ZIC, 66, 10, 6.600000, ZIP, 273, 12, 22.750000, 
trial0053104, GDX, 156, 10, 15.600000, ZIC, 39, 10, 3.900000, ZIP, 292, 12, 24.333333, 
trial0053105, GDX, 224, 10, 22.400000, ZIC, 191, 10, 19.100000, ZIP, 98, 12, 8.166667, 
trial0053106, GDX, 87, 10, 8.700000, ZIC, 167, 10, 16.700000, ZIP, 267, 12, 22.250000, 
trial0053107, GDX, 165, 10, 16.500000, ZIC, 189, 10, 18.900000, ZIP, 175, 12, 14.583333, 
trial0053108, GDX, 205, 10, 20.500000, ZIC, 108, 10, 10.800000, ZIP, 199, 12, 16.583333, 
trial0053109, GDX, 98, 10, 9.800000, ZIC, 227, 10, 22.700000, ZIP, 196, 12, 16.333333, 
trial0053110, GDX, 69, 10, 6.900000, ZIC, 221, 10, 22.100000, ZIP, 214, 12, 17.833333, 
trial0053111, GDX, 134, 10, 13.400000, ZIC, 157, 10, 15.700000, ZIP, 213, 12, 17.750000, 
trial0053112, GDX, 110, 10, 11.000000, ZIC, 188, 10, 18.800000, ZIP, 172, 12, 14.333333, 
trial0053113, GDX, 141, 10, 14.100000, ZIC, 226, 10, 22.600000, ZIP, 162, 12, 13.500000, 
trial0053114, GDX, 123, 10, 12.300000, ZIC, 262, 10, 26.200000, ZIP, 144, 12, 12.000000, 
trial0053115, GDX, 124, 10, 12.400000, ZIC, 257, 10, 25.700000, ZIP, 114, 12, 9.500000, 
trial0053116, GDX, 97, 10, 9.700000, ZIC, 225, 10, 22.500000, ZIP, 199, 12, 16.583333, 
trial0053117, GDX, 155, 10, 15.500000, ZIC, 122, 10, 12.200000, ZIP, 252, 12, 21.000000, 
trial0053118, GDX, 127, 10, 12.700000, ZIC, 196, 10, 19.600000, ZIP, 197, 12, 16.416667, 
trial0053119, GDX, 140, 10, 14.000000, ZIC, 239, 10, 23.900000, ZIP, 142, 12, 11.833333, 
trial0053120, GDX, 271, 10, 27.100000, ZIC, 133, 10, 13.300000, ZIP, 117, 12, 9.750000, 
trial0053121, GDX, 165, 10, 16.500000, ZIC, 110, 10, 11.000000, ZIP, 237, 12, 19.750000, 
trial0053122, GDX, 118, 10, 11.800000, ZIC, 287, 10, 28.700000, ZIP, 124, 12, 10.333333, 
trial0053123, GDX, 99, 10, 9.900000, ZIC, 110, 10, 11.000000, ZIP, 312, 12, 26.000000, 
trial0053124, GDX, 132, 10, 13.200000, ZIC, 67, 10, 6.700000, ZIP, 297, 12, 24.750000, 
trial0053125, GDX, 75, 10, 7.500000, ZIC, 101, 10, 10.100000, ZIP, 277, 12, 23.083333, 
trial0053126, GDX, 196, 10, 19.600000, ZIC, 111, 10, 11.100000, ZIP, 180, 12, 15.000000, 
