trial0053701, AA, 85, 6, 14.166667, GDX, 0, 2, 0.000000, ZIC, 88, 10, 8.800000, ZIP, 173, 14, 12.357143, 
trial0053702, AA, 105, 6, 17.500000, GDX, 13, 2, 6.500000, ZIC, 90, 10, 9.000000, ZIP, 121, 14, 8.642857, 
trial0053703, AA, 87, 6, 14.500000, GDX, 0, 2, 0.000000, ZIC, 33, 10, 3.300000, ZIP, 209, 14, 14.928571, 
trial0053704, AA, 68, 6, 11.333333, GDX, 0, 2, 0.000000, ZIC, 133, 10, 13.300000, ZIP, 123, 14, 8.785714, 
trial0053705, AA, 59, 6, 9.833333, GDX, 0, 2, 0.000000, ZIC, 86, 10, 8.600000, ZIP, 184, 14, 13.142857, 
trial0053706, AA, 68, 6, 11.333333, GDX, 33, 2, 16.500000, ZIC, 60, 10, 6.000000, ZIP, 157, 14, 11.214286, 
trial0053707, AA, 39, 6, 6.500000, GDX, 0, 2, 0.000000, ZIC, 118, 10, 11.800000, ZIP, 178, 14, 12.714286, 
trial0053708, AA, 92, 6, 15.333333, GDX, 35, 2, 17.500000, ZIC, 64, 10, 6.400000, ZIP, 149, 14, 10.642857, 
trial0053709, AA, 54, 6, 9.000000, GDX, 28, 2, 14.000000, ZIC, 80, 10, 8.000000, ZIP, 167, 14, 11.928571, 
trial0053710, AA, 59, 6, 9.833333, GDX, 0, 2, 0.000000, ZIC, 108, 10, 10.800000, ZIP, 179, 14, 12.785714, 
trial0053711, AA, 60, 6, 10.000000, GDX, 0, 2, 0.000000, ZIC, 99, 10, 9.900000, ZIP, 187, 14, 13.357143, 
trial0053712, AA, 104, 6, 17.333333, GDX, 0, 2, 0.000000, ZIC, 55, 10, 5.500000, ZIP, 170, 14, 12.142857, 
trial0053713, AA, 37, 6, 6.166667, GDX, 15, 2, 7.500000, ZIC, 114, 10, 11.400000, ZIP, 174, 14, 12.428571, 
trial0053714, AA, 123, 6, 20.500000, GDX, 22, 2, 11.000000, ZIC, 93, 10, 9.300000, ZIP, 102, 14, 7.285714, 
trial0053715, AA, 73, 6, 12.166667, GDX, 15, 2, 7.500000, ZIC, 154, 10, 15.400000, ZIP, 98, 14, 7.000000, 
trial0053716, AA, 66, 6, 11.000000, GDX, 51, 2, 25.500000, ZIC, 65, 10, 6.500000, ZIP, 158, 14, 11.285714, 
trial0053717, AA, 47, 6, 7.833333, GDX, 19, 2, 9.500000, ZIC, 99, 10, 9.900000, ZIP, 181, 14, 12.928571, 
trial0053718, AA, 78, 6, 13.000000, GDX, 0, 2, 0.000000, ZIC, 114, 10, 11.400000, ZIP, 148, 14, 10.571429, 
trial0053719, AA, 102, 6, 17.000000, GDX, 0, 2, 0.000000, ZIC, 27, 10, 2.700000, ZIP, 217, 14, 15.500000, 
trial0053720, AA, 55, 6, 9.166667, GDX, 28, 2, 14.000000, ZIC, 165, 10, 16.500000, ZIP, 98, 14, 7.000000, 
trial0053721, AA, 85, 6, 14.166667, GDX, 14, 2, 7.000000, ZIC, 138, 10, 13.800000, ZIP, 109, 14, 7.785714, 
trial0053722, AA, 101, 6, 16.833333, GDX, 27, 2, 13.500000, ZIC, 88, 10, 8.800000, ZIP, 91, 14, 6.500000, 
trial0053723, AA, 101, 6, 16.833333, GDX, 71, 2, 35.500000, ZIC, 3, 10, 0.300000, ZIP, 143, 14, 10.214286, 
trial0053724, AA, 56, 6, 9.333333, GDX, 0, 2, 0.000000, ZIC, 176, 10, 17.600000, ZIP, 103, 14, 7.357143, 
trial0053725, AA, 67, 6, 11.166667, GDX, 12, 2, 6.000000, ZIC, 110, 10, 11.000000, ZIP, 157, 14, 11.214286, 
trial0053726, AA, 83, 6, 13.833333, GDX, 0, 2, 0.000000, ZIC, 125, 10, 12.500000, ZIP, 132, 14, 9.428571, 
trial0053727, AA, 60, 6, 10.000000, GDX, 83, 2, 41.500000, ZIC, 40, 10, 4.000000, ZIP, 146, 14, 10.428571, 
trial0053728, AA, 129, 6, 21.500000, GDX, 7, 2, 3.500000, ZIC, 54, 10, 5.400000, ZIP, 156, 14, 11.142857, 
trial0053729, AA, 22, 6, 3.666667, GDX, 65, 2, 32.500000, ZIC, 98, 10, 9.800000, ZIP, 127, 14, 9.071429, 
trial0053730, AA, 55, 6, 9.166667, GDX, 31, 2, 15.500000, ZIC, 65, 10, 6.500000, ZIP, 178, 14, 12.714286, 
trial0053731, AA, 31, 6, 5.166667, GDX, 20, 2, 10.000000, ZIC, 44, 10, 4.400000, ZIP, 28, 14, 2.000000, 
trial0053732, AA, 17, 6, 2.833333, GDX, 8, 2, 4.000000, ZIC, 18, 10, 1.800000, ZIP, 64, 14, 4.571429, 
trial0053733, AA, 4, 6, 0.666667, GDX, 14, 2, 7.000000, ZIC, 54, 10, 5.400000, ZIP, 51, 14, 3.642857, 
trial0053734, AA, 5, 6, 0.833333, GDX, 0, 2, 0.000000, ZIC, 45, 10, 4.500000, ZIP, 57, 14, 4.071429, 
trial0053735, AA, 31, 6, 5.166667, GDX, 8, 2, 4.000000, ZIC, 38, 10, 3.800000, ZIP, 40, 14, 2.857143, 
trial0053736, AA, 18, 6, 3.000000, GDX, 5, 2, 2.500000, ZIC, 19, 10, 1.900000, ZIP, 93, 14, 6.642857, 
trial0053737, AA, 15, 6, 2.500000, GDX, 18, 2, 9.000000, ZIC, 67, 10, 6.700000, ZIP, 26, 14, 1.857143, 
trial0053738, AA, 17, 6, 2.833333, GDX, 14, 2, 7.000000, ZIC, 34, 10, 3.400000, ZIP, 59, 14, 4.214286, 
trial0053739, AA, 25, 6, 4.166667, GDX, 14, 2, 7.000000, ZIC, 46, 10, 4.600000, ZIP, 50, 14, 3.571429, 
trial0053740, AA, 8, 6, 1.333333, GDX, 15, 2, 7.500000, ZIC, 41, 10, 4.100000, ZIP, 22, 14, 1.571429, 
trial0053741, AA, 41, 6, 6.833333, GDX, 8, 2, 4.000000, ZIC, 33, 10, 3.300000, ZIP, 44, 14, 3.142857, 
trial0053742, AA, 39, 6, 6.500000, GDX, 24, 2, 12.000000, ZIC, 30, 10, 3.000000, ZIP, 33, 14, 2.357143, 
