trial0057601, ZIC, 132, 10, 13.200000, ZIP, 238, 22, 10.818182, 
trial0057602, ZIC, 87, 10, 8.700000, ZIP, 230, 22, 10.454545, 
trial0057603, ZIC, 159, 10, 15.900000, ZIP, 199, 22, 9.045455, 
trial0057604, ZIC, 71, 10, 7.100000, ZIP, 223, 22, 10.136364, 
trial0057605, ZIC, 66, 10, 6.600000, ZIP, 234, 22, 10.636364, 
trial0057606, ZIC, 112, 10, 11.200000, ZIP, 241, 22, 10.954545, 
trial0057607, ZIC, 31, 10, 3.100000, ZIP, 328, 22, 14.909091, 
trial0057608, ZIC, 108, 10, 10.800000, ZIP, 256, 22, 11.636364, 
trial0057609, ZIC, 124, 10, 12.400000, ZIP, 176, 22, 8.000000, 
trial0057610, ZIC, 84, 10, 8.400000, ZIP, 275, 22, 12.500000, 
trial0057611, ZIC, 63, 10, 6.300000, ZIP, 295, 22, 13.409091, 
trial0057612, ZIC, 114, 10, 11.400000, ZIP, 234, 22, 10.636364, 
trial0057613, ZIC, 123, 10, 12.300000, ZIP, 247, 22, 11.227273, 
trial0057614, ZIC, 120, 10, 12.000000, ZIP, 244, 22, 11.090909, 
trial0057615, ZIC, 211, 10, 21.100000, ZIP, 135, 22, 6.136364, 
trial0057616, ZIC, 76, 10, 7.600000, ZIP, 283, 22, 12.863636, 
trial0057617, ZIC, 128, 10, 12.800000, ZIP, 242, 22, 11.000000, 
trial0057618, ZIC, 207, 10, 20.700000, ZIP, 135, 22, 6.136364, 
trial0057619, ZIC, 47, 10, 4.700000, ZIP, 294, 22, 13.363636, 
trial0057620, ZIC, 56, 10, 5.600000, ZIP, 292, 22, 13.272727, 
trial0057621, ZIC, 124, 10, 12.400000, ZIP, 223, 22, 10.136364, 
trial0057622, ZIC, 75, 10, 7.500000, ZIP, 289, 22, 13.136364, 
trial0057623, ZIC, 72, 10, 7.200000, ZIP, 268, 22, 12.181818, 
trial0057624, ZIC, 66, 10, 6.600000, ZIP, 298, 22, 13.545455, 
trial0057625, ZIC, 61, 10, 6.100000, ZIP, 285, 22, 12.954545, 
trial0057626, ZIC, 61, 10, 6.100000, ZIP, 309, 22, 14.045455, 
trial0057627, ZIC, 120, 10, 12.000000, ZIP, 204, 22, 9.272727, 
trial0057628, ZIC, 56, 10, 5.600000, ZIP, 273, 22, 12.409091, 
trial0057629, ZIC, 77, 10, 7.700000, ZIP, 276, 22, 12.545455, 
trial0057630, ZIC, 115, 10, 11.500000, ZIP, 244, 22, 11.090909, 
